Region,Basin,LayerName,MonthlyMeanRainfall,LayerDate,Year,Month,Fyear,AnnualMeanRainfall,AnnualLtm,monthly_ltm,MonthlyMeanRainfallPercentileRank,AnnualMeanRainfallPercentileRank,annual_anomaly,monthly_anomaly,annual_percentage_of_ltm,monthly_percentage_of_ltm
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1119,63,2004-03-31,2004,Mar,2004,847,1594,240,23,6,-747,-177,53.1,26.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1120,53,2004-04-30,2004,Apr,2004,847,1594,106,33,6,-747,-53,53.1,50
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1121,28,2004-05-31,2004,May,2004,847,1594,63,17,6,-747,-35,53.1,44.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1122,10,2004-06-30,2004,Jun,2004,847,1594,50,7,6,-747,-40,53.1,20
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1123,6,2004-07-31,2004,Jul,2005,1271,1594,32,30,39,-323,-26,79.7,18.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1124,8,2004-08-31,2004,Aug,2005,1271,1594,28,37,39,-323,-20,79.7,28.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1125,5,2004-09-30,2004,Sep,2005,1271,1594,26,23,39,-323,-21,79.7,19.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1126,65,2004-10-31,2004,Oct,2005,1271,1594,40,80,39,-323,25,79.7,162.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1127,72,2004-11-30,2004,Nov,2005,1271,1594,89,60,39,-323,-17,79.7,80.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1128,142,2004-12-31,2004,Dec,2005,1271,1594,210,40,39,-323,-68,79.7,67.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1129,631,2005-01-31,2005,Jan,2005,1271,1594,333,93,39,-323,298,79.7,189.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1130,49,2005-02-28,2005,Feb,2005,1271,1594,378,0,39,-323,-329,79.7,13
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1131,43,2005-03-31,2005,Mar,2005,1271,1594,240,10,39,-323,-197,79.7,17.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1132,139,2005-04-30,2005,Apr,2005,1271,1594,106,70,39,-323,33,79.7,131.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1133,61,2005-05-31,2005,May,2005,1271,1594,63,57,39,-323,-2,79.7,96.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1134,50,2005-06-30,2005,Jun,2005,1271,1594,50,70,39,-323,0,79.7,100
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1135,40,2005-07-31,2005,Jul,2006,1120,1594,32,83,26,-474,8,70.3,125
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1136,67,2005-08-31,2005,Aug,2006,1120,1594,28,87,26,-474,39,70.3,239.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1137,3,2005-09-30,2005,Sep,2006,1120,1594,26,20,26,-474,-23,70.3,11.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1138,72,2005-10-31,2005,Oct,2006,1120,1594,40,87,26,-474,32,70.3,180
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1139,44,2005-11-30,2005,Nov,2006,1120,1594,89,43,26,-474,-45,70.3,49.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1140,19,2005-12-31,2005,Dec,2006,1120,1594,210,0,26,-474,-191,70.3,9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1141,331,2006-01-31,2006,Jan,2006,1120,1594,333,53,26,-474,-2,70.3,99.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1142,82,2006-02-28,2006,Feb,2006,1120,1594,378,3,26,-474,-296,70.3,21.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1143,144,2006-03-31,2006,Mar,2006,1120,1594,240,53,26,-474,-96,70.3,60
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1144,183,2006-04-30,2006,Apr,2006,1120,1594,106,77,26,-474,77,70.3,172.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1145,64,2006-05-31,2006,May,2006,1120,1594,63,60,26,-474,1,70.3,101.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1146,71,2006-06-30,2006,Jun,2006,1120,1594,50,80,26,-474,21,70.3,142
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1147,36,2006-07-31,2006,Jul,2007,1829,1594,32,80,61,235,4,114.7,112.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1148,3,2006-08-31,2006,Aug,2007,1829,1594,28,17,61,235,-25,114.7,10.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1149,48,2006-09-30,2006,Sep,2007,1829,1594,26,87,61,235,22,114.7,184.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1150,17,2006-10-31,2006,Oct,2007,1829,1594,40,23,61,235,-23,114.7,42.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1151,24,2006-11-30,2006,Nov,2007,1829,1594,89,27,61,235,-65,114.7,27
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1152,106,2006-12-31,2006,Dec,2007,1829,1594,210,27,61,235,-104,114.7,50.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1153,493,2007-01-31,2007,Jan,2007,1829,1594,333,77,61,235,160,114.7,148
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1154,590,2007-02-28,2007,Feb,2007,1829,1594,378,80,61,235,212,114.7,156.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1155,151,2007-03-31,2007,Mar,2007,1829,1594,240,57,61,235,-89,114.7,62.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1156,46,2007-04-30,2007,Apr,2007,1829,1594,106,27,61,235,-60,114.7,43.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1157,72,2007-05-31,2007,May,2007,1829,1594,63,63,61,235,9,114.7,114.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1158,243,2007-06-30,2007,Jun,2007,1829,1594,50,100,61,235,193,114.7,486
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1159,0,2007-07-31,2007,Jul,2008,1892,1594,32,0,71,298,-32,118.7,0
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1160,8,2007-08-31,2007,Aug,2008,1892,1594,28,37,71,298,-20,118.7,28.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1161,42,2007-09-30,2007,Sep,2008,1892,1594,26,83,71,298,16,118.7,161.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1162,18,2007-10-31,2007,Oct,2008,1892,1594,40,27,71,298,-22,118.7,45
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1163,77,2007-11-30,2007,Nov,2008,1892,1594,89,63,71,298,-12,118.7,86.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1164,199,2007-12-31,2007,Dec,2008,1892,1594,210,70,71,298,-11,118.7,94.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1165,561,2008-01-31,2008,Jan,2008,1892,1594,333,90,71,298,228,118.7,168.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1166,890,2008-02-29,2008,Feb,2008,1892,1594,378,93,71,298,512,118.7,235.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1167,45,2008-03-31,2008,Mar,2008,1892,1594,240,13,71,298,-195,118.7,18.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1168,5,2008-04-30,2008,Apr,2008,1892,1594,106,0,71,298,-101,118.7,4.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1169,21,2008-05-31,2008,May,2008,1892,1594,63,7,71,298,-42,118.7,33.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1170,26,2008-06-30,2008,Jun,2008,1892,1594,50,40,71,298,-24,118.7,52
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1171,133,2008-07-31,2008,Jul,2009,1852,1594,32,93,65,258,101,116.2,415.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1172,0,2008-08-31,2008,Aug,2009,1852,1594,28,0,65,258,-28,116.2,0
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1173,24,2008-09-30,2008,Sep,2009,1852,1594,26,67,65,258,-2,116.2,92.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1174,25,2008-10-31,2008,Oct,2009,1852,1594,40,37,65,258,-15,116.2,62.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1175,15,2008-11-30,2008,Nov,2009,1852,1594,89,10,65,258,-74,116.2,16.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1176,167,2008-12-31,2008,Dec,2009,1852,1594,210,53,65,258,-43,116.2,79.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1177,415,2009-01-31,2009,Jan,2009,1852,1594,333,73,65,258,82,116.2,124.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1178,727,2009-02-28,2009,Feb,2009,1852,1594,378,87,65,258,349,116.2,192.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1179,104,2009-03-31,2009,Mar,2009,1852,1594,240,47,65,258,-136,116.2,43.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1180,183,2009-04-30,2009,Apr,2009,1852,1594,106,77,65,258,77,116.2,172.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1181,32,2009-05-31,2009,May,2009,1852,1594,63,23,65,258,-31,116.2,50.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1182,27,2009-06-30,2009,Jun,2009,1852,1594,50,43,65,258,-23,116.2,54
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1183,0,2009-07-31,2009,Jul,2010,1923,1594,32,0,74,329,-32,120.6,0
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1184,0,2009-08-31,2009,Aug,2010,1923,1594,28,0,74,329,-28,120.6,0
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1185,5,2009-09-30,2009,Sep,2010,1923,1594,26,23,74,329,-21,120.6,19.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1186,13,2009-10-31,2009,Oct,2010,1923,1594,40,17,74,329,-27,120.6,32.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1187,84,2009-11-30,2009,Nov,2010,1923,1594,89,70,74,329,-5,120.6,94.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1188,116,2009-12-31,2009,Dec,2010,1923,1594,210,33,74,329,-94,120.6,55.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1189,505,2010-01-31,2010,Jan,2010,1923,1594,333,80,74,329,172,120.6,151.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1190,644,2010-02-28,2010,Feb,2010,1923,1594,378,83,74,329,266,120.6,170.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1191,459,2010-03-31,2010,Mar,2010,1923,1594,240,87,74,329,219,120.6,191.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1192,60,2010-04-30,2010,Apr,2010,1923,1594,106,40,74,329,-46,120.6,56.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1193,26,2010-05-31,2010,May,2010,1923,1594,63,13,74,329,-37,120.6,41.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1194,11,2010-06-30,2010,Jun,2010,1923,1594,50,10,74,329,-39,120.6,22
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1195,14,2010-07-31,2010,Jul,2011,3648,1594,32,47,97,2054,-18,228.9,43.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1196,81,2010-08-31,2010,Aug,2011,3648,1594,28,90,97,2054,53,228.9,289.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1197,221,2010-09-30,2010,Sep,2011,3648,1594,26,100,97,2054,195,228.9,850
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1198,48,2010-10-31,2010,Oct,2011,3648,1594,40,73,97,2054,8,228.9,120
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1199,552,2010-11-30,2010,Nov,2011,3648,1594,89,100,97,2054,463,228.9,620.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1200,828,2010-12-31,2010,Dec,2011,3648,1594,210,97,97,2054,618,228.9,394.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1201,399,2011-01-31,2011,Jan,2011,3648,1594,333,70,97,2054,66,228.9,119.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1202,298,2011-02-28,2011,Feb,2011,3648,1594,378,50,97,2054,-80,228.9,78.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1203,999,2011-03-31,2011,Mar,2011,3648,1594,240,100,97,2054,759,228.9,416.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1204,123,2011-04-30,2011,Apr,2011,3648,1594,106,63,97,2054,17,228.9,116
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1205,39,2011-05-31,2011,May,2011,3648,1594,63,30,97,2054,-24,228.9,61.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1206,46,2011-06-30,2011,Jun,2011,3648,1594,50,63,97,2054,-4,228.9,92
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1207,12,2011-07-31,2011,Jul,2012,1996,1594,32,40,81,402,-20,125.2,37.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1208,22,2011-08-31,2011,Aug,2012,1996,1594,28,70,81,402,-6,125.2,78.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1209,6,2011-09-30,2011,Sep,2012,1996,1594,26,30,81,402,-20,125.2,23.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1210,39,2011-10-31,2011,Oct,2012,1996,1594,40,63,81,402,-1,125.2,97.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1211,36,2011-11-30,2011,Nov,2012,1996,1594,89,40,81,402,-53,125.2,40.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1212,251,2011-12-31,2011,Dec,2012,1996,1594,210,87,81,402,41,125.2,119.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1213,212,2012-01-31,2012,Jan,2012,1996,1594,333,37,81,402,-121,125.2,63.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1214,493,2012-02-29,2012,Feb,2012,1996,1594,378,77,81,402,115,125.2,130.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1215,755,2012-03-31,2012,Mar,2012,1996,1594,240,93,81,402,515,125.2,314.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1216,27,2012-04-30,2012,Apr,2012,1996,1594,106,3,81,402,-79,125.2,25.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1217,86,2012-05-31,2012,May,2012,1996,1594,63,73,81,402,23,125.2,136.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1218,57,2012-06-30,2012,Jun,2012,1996,1594,50,77,81,402,7,125.2,114
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1219,177,2012-07-31,2012,Jul,2013,1869,1594,32,100,68,275,145,117.3,553.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1220,8,2012-08-31,2012,Aug,2013,1869,1594,28,37,68,275,-20,117.3,28.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1221,1,2012-09-30,2012,Sep,2013,1869,1594,26,10,68,275,-25,117.3,3.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1222,25,2012-10-31,2012,Oct,2013,1869,1594,40,37,68,275,-15,117.3,62.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1223,18,2012-11-30,2012,Nov,2013,1869,1594,89,17,68,275,-71,117.3,20.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1224,171,2012-12-31,2012,Dec,2013,1869,1594,210,57,68,275,-39,117.3,81.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1225,352,2013-01-31,2013,Jan,2013,1869,1594,333,60,68,275,19,117.3,105.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1226,370,2013-02-28,2013,Feb,2013,1869,1594,378,67,68,275,-8,117.3,97.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1227,422,2013-03-31,2013,Mar,2013,1869,1594,240,83,68,275,182,117.3,175.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1228,189,2013-04-30,2013,Apr,2013,1869,1594,106,83,68,275,83,117.3,178.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1229,123,2013-05-31,2013,May,2013,1869,1594,63,87,68,275,60,117.3,195.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1230,13,2013-06-30,2013,Jun,2013,1869,1594,50,13,68,275,-37,117.3,26
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1231,34,2013-07-31,2013,Jul,2014,1405,1594,32,73,52,-189,2,88.1,106.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1232,0,2013-08-31,2013,Aug,2014,1405,1594,28,0,52,-189,-28,88.1,0
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1233,8,2013-09-30,2013,Sep,2014,1405,1594,26,40,52,-189,-18,88.1,30.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1234,7,2013-10-31,2013,Oct,2014,1405,1594,40,10,52,-189,-33,88.1,17.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1235,140,2013-11-30,2013,Nov,2014,1405,1594,89,77,52,-189,51,88.1,157.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1236,41,2013-12-31,2013,Dec,2014,1405,1594,210,7,52,-189,-169,88.1,19.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1237,381,2014-01-31,2014,Jan,2014,1405,1594,333,67,52,-189,48,88.1,114.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1238,250,2014-02-28,2014,Feb,2014,1405,1594,378,37,52,-189,-128,88.1,66.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1239,279,2014-03-31,2014,Mar,2014,1405,1594,240,77,52,-189,39,88.1,116.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1240,180,2014-04-30,2014,Apr,2014,1405,1594,106,73,52,-189,74,88.1,169.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1241,52,2014-05-31,2014,May,2014,1405,1594,63,53,52,-189,-11,88.1,82.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1242,33,2014-06-30,2014,Jun,2014,1405,1594,50,57,52,-189,-17,88.1,66
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1243,2,2014-07-31,2014,Jul,2015,917,1594,32,13,10,-677,-30,57.5,6.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1244,50,2014-08-31,2014,Aug,2015,917,1594,28,80,10,-677,22,57.5,178.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1245,41,2014-09-30,2014,Sep,2015,917,1594,26,80,10,-677,15,57.5,157.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1246,1,2014-10-31,2014,Oct,2015,917,1594,40,0,10,-677,-39,57.5,2.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1247,15,2014-11-30,2014,Nov,2015,917,1594,89,10,10,-677,-74,57.5,16.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1248,103,2014-12-31,2014,Dec,2015,917,1594,210,20,10,-677,-107,57.5,49
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1249,378,2015-01-31,2015,Jan,2015,917,1594,333,63,10,-677,45,57.5,113.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1250,127,2015-02-28,2015,Feb,2015,917,1594,378,17,10,-677,-251,57.5,33.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1251,48,2015-03-31,2015,Mar,2015,917,1594,240,17,10,-677,-192,57.5,20
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1252,48,2015-04-30,2015,Apr,2015,917,1594,106,30,10,-677,-58,57.5,45.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1253,28,2015-05-31,2015,May,2015,917,1594,63,17,10,-677,-35,57.5,44.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1254,76,2015-06-30,2015,Jun,2015,917,1594,50,83,10,-677,26,57.5,152
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1255,22,2015-07-31,2015,Jul,2016,1443,1594,32,57,55,-151,-10,90.5,68.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1256,4,2015-08-31,2015,Aug,2016,1443,1594,28,27,55,-151,-24,90.5,14.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1257,6,2015-09-30,2015,Sep,2016,1443,1594,26,30,55,-151,-20,90.5,23.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1258,39,2015-10-31,2015,Oct,2016,1443,1594,40,63,55,-151,-1,90.5,97.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1259,81,2015-11-30,2015,Nov,2016,1443,1594,89,67,55,-151,-8,90.5,91
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1260,79,2015-12-31,2015,Dec,2016,1443,1594,210,10,55,-151,-131,90.5,37.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1261,157,2016-01-31,2016,Jan,2016,1443,1594,333,23,55,-151,-176,90.5,47.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1262,237,2016-02-29,2016,Feb,2016,1443,1594,378,30,55,-151,-141,90.5,62.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1263,499,2016-03-31,2016,Mar,2016,1443,1594,240,90,55,-151,259,90.5,207.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1264,105,2016-04-30,2016,Apr,2016,1443,1594,106,57,55,-151,-1,90.5,99.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1265,22,2016-05-31,2016,May,2016,1443,1594,63,10,55,-151,-41,90.5,34.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1266,192,2016-06-30,2016,Jun,2016,1443,1594,50,97,55,-151,142,90.5,384
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1267,139,2016-07-31,2016,Jul,2017,2316,1594,32,97,87,722,107,145.3,434.4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1268,25,2016-08-31,2016,Aug,2017,2316,1594,28,73,87,722,-3,145.3,89.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1269,55,2016-09-30,2016,Sep,2017,2316,1594,26,90,87,722,29,145.3,211.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1270,33,2016-10-31,2016,Oct,2017,2316,1594,40,60,87,722,-7,145.3,82.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1271,32,2016-11-30,2016,Nov,2017,2316,1594,89,37,87,722,-57,145.3,36
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1272,164,2016-12-31,2016,Dec,2017,2316,1594,210,50,87,722,-46,145.3,78.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1273,543,2017-01-31,2017,Jan,2017,2316,1594,333,87,87,722,210,145.3,163.1
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1274,119,2017-02-28,2017,Feb,2017,2316,1594,378,13,87,722,-259,145.3,31.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1275,980,2017-03-31,2017,Mar,2017,2316,1594,240,97,87,722,740,145.3,408.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1276,41,2017-04-30,2017,Apr,2017,2316,1594,106,20,87,722,-65,145.3,38.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1277,183,2017-05-31,2017,May,2017,2316,1594,63,97,87,722,120,145.3,290.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1278,2,2017-06-30,2017,Jun,2017,2316,1594,50,0,87,722,-48,145.3,4
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1279,4,2017-07-31,2017,Jul,2018,1161,1594,32,23,32,-433,-28,72.8,12.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1280,3,2017-08-31,2017,Aug,2018,1161,1594,28,17,32,-433,-25,72.8,10.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1281,0,2017-09-30,2017,Sep,2018,1161,1594,26,0,32,-433,-26,72.8,0
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1282,112,2017-10-31,2017,Oct,2018,1161,1594,40,93,32,-433,72,72.8,280
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1283,174,2017-11-30,2017,Nov,2018,1161,1594,89,87,32,-433,85,72.8,195.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1284,95,2017-12-31,2017,Dec,2018,1161,1594,210,13,32,-433,-115,72.8,45.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1285,115,2018-01-31,2018,Jan,2018,1161,1594,333,10,32,-433,-218,72.8,34.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1286,242,2018-02-28,2018,Feb,2018,1161,1594,378,33,32,-433,-136,72.8,64
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1287,192,2018-03-31,2018,Mar,2018,1161,1594,240,63,32,-433,-48,72.8,80
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1288,194,2018-04-30,2018,Apr,2018,1161,1594,106,87,32,-433,88,72.8,183
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1289,15,2018-05-31,2018,May,2018,1161,1594,63,3,32,-433,-48,72.8,23.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1290,15,2018-06-30,2018,Jun,2018,1161,1594,50,17,32,-433,-35,72.8,30
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1291,2,2018-07-31,2018,Jul,2019,1941,1594,32,13,78,347,-30,121.8,6.2
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1292,1,2018-08-31,2018,Aug,2019,1941,1594,28,10,78,347,-27,121.8,3.6
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1293,13,2018-09-30,2018,Sep,2019,1941,1594,26,50,78,347,-13,121.8,50
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1294,31,2018-10-31,2018,Oct,2019,1941,1594,40,53,78,347,-9,121.8,77.5
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1295,24,2018-11-30,2018,Nov,2019,1941,1594,89,27,78,347,-65,121.8,27
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1296,321,2018-12-31,2018,Dec,2019,1941,1594,210,93,78,347,111,121.8,152.9
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1297,672,2019-01-31,2019,Jan,2019,1941,1594,333,97,78,347,339,121.8,201.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1298,398,2019-02-28,2019,Feb,2019,1941,1594,378,70,78,347,20,121.8,105.3
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1299,230,2019-03-31,2019,Mar,2019,1941,1594,240,67,78,347,-10,121.8,95.8
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1300,199,2019-04-30,2019,Apr,2019,1941,1594,106,93,78,347,93,121.8,187.7
Mackay Whitsunday Isaac,O'Connell,n3_rainfall_1301,34,2019-05-31,2019,May,2019,1941,1594,63,27,78,347,-29,121.8,54
