"Time","120002D","",""
"and","140.00","",""
"Date","Discharge (Cumecs)","",""
"Date and time","Point","Quality","Comments"
18:00:00 03/07/2024,      19.812,    130, 
18:20:00 03/07/2024,      21.112,    130, 
18:25:00 03/07/2024,      19.688,    130, 
19:00:00 03/07/2024,      19.564,    130, 
20:00:00 03/07/2024,      20.145,    130, 
21:00:00 03/07/2024,      19.626,    130, 
21:35:00 03/07/2024,      19.688,    130, 
21:45:00 03/07/2024,      20.885,    130, 
21:50:00 03/07/2024,      19.626,    130, 
22:00:00 03/07/2024,      19.750,    130, 
22:50:00 03/07/2024,      19.502,    130, 
23:00:00 03/07/2024,      20.513,    130, 
23:05:00 03/07/2024,      19.626,    130, 
23:40:00 03/07/2024,      19.441,    130, 
23:50:00 03/07/2024,      20.661,    130, 
00:00:00 04/07/2024,      19.750,    130, 
00:20:00 04/07/2024,      19.379,    130, 
01:00:00 04/07/2024,      19.875,    130, 
01:40:00 04/07/2024,      19.196,    130, 
01:55:00 04/07/2024,      19.257,    130, 
02:00:00 04/07/2024,      19.564,    130, 
02:10:00 04/07/2024,      19.441,    130, 
02:35:00 04/07/2024,      19.318,    130, 
03:00:00 04/07/2024,      19.379,    130, 
03:15:00 04/07/2024,      19.564,    130, 
03:25:00 04/07/2024,      19.257,    130, 
04:00:00 04/07/2024,      19.812,    130, 
04:20:00 04/07/2024,      19.379,    130, 
04:35:00 04/07/2024,      19.196,    130, 
05:00:00 04/07/2024,      19.937,    130, 
05:05:00 04/07/2024,      19.196,    130, 
05:25:00 04/07/2024,      19.379,    130, 
05:50:00 04/07/2024,      19.379,    130, 
06:00:00 04/07/2024,      20.292,    130, 
06:05:00 04/07/2024,      19.257,    130, 
06:25:00 04/07/2024,      19.502,    130, 
06:35:00 04/07/2024,      20.587,    130, 
06:40:00 04/07/2024,      19.688,    130, 
07:00:00 04/07/2024,      19.564,    130, 
08:00:00 04/07/2024,      19.812,    130, 
09:00:00 04/07/2024,      19.750,    130, 
10:00:00 04/07/2024,      19.441,    130, 
11:00:00 04/07/2024,      19.441,    130, 
12:00:00 04/07/2024,      19.014,    130, 
13:00:00 04/07/2024,      19.074,    130, 
14:00:00 04/07/2024,      18.654,    130, 
14:15:00 04/07/2024,      19.074,    130, 
15:00:00 04/07/2024,      18.595,    130, 
16:00:00 04/07/2024,      18.774,    130, 
17:00:00 04/07/2024,      18.535,    130, 
17:15:00 04/07/2024,      18.300,    130, 
18:00:00 04/07/2024,      18.358,    130, 
19:00:00 04/07/2024,      18.358,    130, 
20:00:00 04/07/2024,      18.714,    130, 
21:00:00 04/07/2024,      18.535,    130, 
22:00:00 04/07/2024,      18.183,    130, 
23:00:00 04/07/2024,      18.417,    130, 
23:55:00 04/07/2024,      18.183,    130, 
00:00:00 05/07/2024,      18.654,    130, 
01:00:00 05/07/2024,      18.066,    130, 
02:00:00 05/07/2024,      17.950,    130, 
02:15:00 05/07/2024,      19.074,    130, 
02:20:00 05/07/2024,      18.241,    130, 
02:25:00 05/07/2024,      18.954,    130, 
02:30:00 05/07/2024,      18.066,    130, 
02:50:00 05/07/2024,      17.950,    130, 
03:00:00 05/07/2024,      18.183,    130, 
03:20:00 05/07/2024,      18.124,    130, 
04:00:00 05/07/2024,      18.241,    130, 
05:00:00 05/07/2024,      17.778,    130, 
05:15:00 05/07/2024,      19.196,    130, 
06:00:00 05/07/2024,      18.535,    130, 
07:00:00 05/07/2024,      18.417,    130, 
08:00:00 05/07/2024,      18.417,    130, 
09:00:00 05/07/2024,      18.417,    130, 
10:00:00 05/07/2024,      18.358,    130, 
11:00:00 05/07/2024,      18.300,    130, 
12:00:00 05/07/2024,      18.183,    130, 
13:00:00 05/07/2024,      18.066,    130, 
14:00:00 05/07/2024,      18.183,    130, 
14:05:00 05/07/2024,      17.550,    130, 
14:10:00 05/07/2024,      18.183,    130, 
14:15:00 05/07/2024,      17.493,    130, 
15:00:00 05/07/2024,      17.380,    130, 
16:00:00 05/07/2024,      17.268,    130, 
17:00:00 05/07/2024,      17.324,    130, 
18:00:00 05/07/2024,      17.100,    130, 
19:00:00 05/07/2024,      16.934,    130, 
19:45:00 05/07/2024,      17.721,    130, 
20:00:00 05/07/2024,      17.156,    130, 
21:00:00 05/07/2024,      17.100,    130, 
22:00:00 05/07/2024,      17.493,    130, 
23:00:00 05/07/2024,      17.212,    130, 
00:00:00 06/07/2024,      17.156,    130, 
01:00:00 06/07/2024,      16.989,    130, 
02:00:00 06/07/2024,      16.989,    130, 
03:00:00 06/07/2024,      16.824,    130, 
04:00:00 06/07/2024,      16.934,    130, 
05:00:00 06/07/2024,      16.879,    130, 
06:00:00 06/07/2024,      16.879,    130, 
07:00:00 06/07/2024,      16.824,    130, 
08:00:00 06/07/2024,      16.824,    130, 
09:00:00 06/07/2024,      16.879,    130, 
10:00:00 06/07/2024,      16.714,    130, 
11:00:00 06/07/2024,      16.879,    130, 
12:00:00 06/07/2024,      16.879,    130, 
13:00:00 06/07/2024,      16.660,    130, 
14:00:00 06/07/2024,      16.497,    130, 
15:00:00 06/07/2024,      16.443,    130, 
16:00:00 06/07/2024,      16.389,    130, 
17:00:00 06/07/2024,      16.443,    130, 
18:00:00 06/07/2024,      16.228,    130, 
19:00:00 06/07/2024,      16.281,    130, 
20:00:00 06/07/2024,      16.228,    130, 
21:00:00 06/07/2024,      16.175,    130, 
22:00:00 06/07/2024,      16.175,    130, 
23:00:00 06/07/2024,      16.335,    130, 
00:00:00 07/07/2024,      16.228,    130, 
01:00:00 07/07/2024,      16.068,    130, 
02:00:00 07/07/2024,      16.175,    130, 
03:00:00 07/07/2024,      16.228,    130, 
04:00:00 07/07/2024,      16.175,    130, 
05:00:00 07/07/2024,      15.963,    130, 
06:00:00 07/07/2024,      16.068,    130, 
07:00:00 07/07/2024,      15.963,    130, 
08:00:00 07/07/2024,      16.068,    130, 
09:00:00 07/07/2024,      16.068,    130, 
10:00:00 07/07/2024,      16.121,    130, 
11:00:00 07/07/2024,      15.857,    130, 
12:00:00 07/07/2024,      15.963,    130, 
13:00:00 07/07/2024,      15.753,    130, 
14:00:00 07/07/2024,      15.753,    130, 
15:00:00 07/07/2024,      15.910,    130, 
16:00:00 07/07/2024,      15.805,    130, 
17:00:00 07/07/2024,      15.649,    130, 
18:00:00 07/07/2024,      15.649,    130, 
19:00:00 07/07/2024,      15.649,    130, 
20:00:00 07/07/2024,      15.753,    130, 
21:00:00 07/07/2024,      15.805,    130, 
22:00:00 07/07/2024,      15.701,    130, 
23:00:00 07/07/2024,      15.701,    130, 
00:00:00 08/07/2024,      15.649,    130, 
01:00:00 08/07/2024,      15.701,    130, 
02:00:00 08/07/2024,      15.649,    130, 
03:00:00 08/07/2024,      15.545,    130, 
04:00:00 08/07/2024,      15.494,    130, 
05:00:00 08/07/2024,      15.597,    130, 
06:00:00 08/07/2024,      15.649,    130, 
07:00:00 08/07/2024,      15.649,    130, 
08:00:00 08/07/2024,      15.597,    130, 
09:00:00 08/07/2024,      15.649,    130, 
10:00:00 08/07/2024,      15.545,    130, 
11:00:00 08/07/2024,      15.442,    130, 
12:00:00 08/07/2024,      15.442,    130, 
13:00:00 08/07/2024,      15.442,    130, 
14:00:00 08/07/2024,      15.340,    130, 
15:00:00 08/07/2024,      15.442,    130, 
16:00:00 08/07/2024,      15.442,    130, 
17:00:00 08/07/2024,      15.494,    130, 
18:00:00 08/07/2024,      15.340,    130, 
19:00:00 08/07/2024,      15.289,    130, 
20:00:00 08/07/2024,      15.340,    130, 
21:00:00 08/07/2024,      15.238,    130, 
22:00:00 08/07/2024,      15.187,    130, 
23:00:00 08/07/2024,      15.340,    130, 
00:00:00 09/07/2024,      15.340,    130, 
01:00:00 09/07/2024,      15.289,    130, 
02:00:00 09/07/2024,      15.289,    130, 
03:00:00 09/07/2024,      15.289,    130, 
04:00:00 09/07/2024,      15.289,    130, 
05:00:00 09/07/2024,      15.136,    130, 
06:00:00 09/07/2024,      15.238,    130, 
07:00:00 09/07/2024,      15.238,    130, 
08:00:00 09/07/2024,      15.187,    130, 
09:00:00 09/07/2024,      15.238,    130, 
10:00:00 09/07/2024,      15.136,    130, 
11:00:00 09/07/2024,      15.136,    130, 
12:00:00 09/07/2024,      15.136,    130, 
13:00:00 09/07/2024,      15.086,    130, 
14:00:00 09/07/2024,      15.086,    130, 
15:00:00 09/07/2024,      15.086,    130, 
16:00:00 09/07/2024,      15.136,    130, 
17:00:00 09/07/2024,      14.985,    130, 
18:00:00 09/07/2024,      14.985,    130, 
19:00:00 09/07/2024,      15.086,    130, 
20:00:00 09/07/2024,      15.035,    130, 
21:00:00 09/07/2024,      14.935,    130, 
22:00:00 09/07/2024,      14.835,    130, 
23:00:00 09/07/2024,      14.835,    130, 
00:00:00 10/07/2024,      14.885,    130, 
01:00:00 10/07/2024,      14.885,    130, 
02:00:00 10/07/2024,      14.885,    130, 
03:00:00 10/07/2024,      14.935,    130, 
04:00:00 10/07/2024,      14.885,    130, 
05:00:00 10/07/2024,      14.835,    130, 
06:00:00 10/07/2024,      14.885,    130, 
07:00:00 10/07/2024,      14.885,    130, 
08:00:00 10/07/2024,      15.035,    130, 
09:00:00 10/07/2024,      15.035,    130, 
10:00:00 10/07/2024,      15.035,    130, 
11:00:00 10/07/2024,      14.935,    130, 
12:00:00 10/07/2024,      14.885,    130, 
13:00:00 10/07/2024,      15.086,    130, 
14:00:00 10/07/2024,      15.035,    130, 
15:00:00 10/07/2024,      14.935,    130, 
16:00:00 10/07/2024,      15.035,    130, 
17:00:00 10/07/2024,      14.985,    130, 
18:00:00 10/07/2024,      14.985,    130, 
19:00:00 10/07/2024,      14.935,    130, 
20:00:00 10/07/2024,      14.935,    130, 
21:00:00 10/07/2024,      14.835,    130, 
22:00:00 10/07/2024,      14.736,    130, 
23:00:00 10/07/2024,      14.885,    130, 
00:00:00 11/07/2024,      14.736,    130, 
01:00:00 11/07/2024,      14.935,    130, 
02:00:00 11/07/2024,      14.885,    130, 
03:00:00 11/07/2024,      14.935,    130, 
04:00:00 11/07/2024,      14.885,    130, 
05:00:00 11/07/2024,      14.985,    130, 
06:00:00 11/07/2024,      14.985,    130, 
07:00:00 11/07/2024,      14.985,    130, 
08:00:00 11/07/2024,      14.736,    130, 
09:00:00 11/07/2024,      14.835,    130, 
10:00:00 11/07/2024,      14.835,    130, 
11:00:00 11/07/2024,      14.835,    130, 
12:00:00 11/07/2024,      14.885,    130, 
13:00:00 11/07/2024,      14.835,    130, 
14:00:00 11/07/2024,      14.736,    130, 
15:00:00 11/07/2024,      14.785,    130, 
16:00:00 11/07/2024,      14.637,    130, 
17:00:00 11/07/2024,      14.835,    130, 
18:00:00 11/07/2024,      14.785,    130, 
19:00:00 11/07/2024,      14.637,    130, 
20:00:00 11/07/2024,      14.637,    130, 
21:00:00 11/07/2024,      14.736,    130, 
22:00:00 11/07/2024,      14.539,    130, 
23:00:00 11/07/2024,      14.785,    130, 
00:00:00 12/07/2024,      14.392,    130, 
01:00:00 12/07/2024,      14.490,    130, 
02:00:00 12/07/2024,      14.490,    130, 
03:00:00 12/07/2024,      14.686,    130, 
04:00:00 12/07/2024,      14.539,    130, 
05:00:00 12/07/2024,      14.490,    130, 
06:00:00 12/07/2024,      14.686,    130, 
07:00:00 12/07/2024,      14.686,    130, 
08:00:00 12/07/2024,      14.588,    130, 
09:00:00 12/07/2024,      14.539,    130, 
10:00:00 12/07/2024,      14.539,    130, 
11:00:00 12/07/2024,      14.885,    130, 
12:00:00 12/07/2024,      14.539,    130, 
13:00:00 12/07/2024,      14.441,    130, 
14:00:00 12/07/2024,      14.736,    130, 
15:00:00 12/07/2024,      14.588,    130, 
16:00:00 12/07/2024,      14.490,    130, 
17:00:00 12/07/2024,      14.441,    130, 
18:00:00 12/07/2024,      14.539,    130, 
19:00:00 12/07/2024,      14.539,    130, 
20:00:00 12/07/2024,      14.490,    130, 
21:00:00 12/07/2024,      14.539,    130, 
22:00:00 12/07/2024,      14.637,    130, 
23:00:00 12/07/2024,      14.588,    130, 
00:00:00 13/07/2024,      14.441,    130, 
01:00:00 13/07/2024,      14.588,    130, 
02:00:00 13/07/2024,      14.588,    130, 
03:00:00 13/07/2024,      14.637,    130, 
04:00:00 13/07/2024,      14.637,    130, 
05:00:00 13/07/2024,      14.637,    130, 
06:00:00 13/07/2024,      14.785,    130, 
07:00:00 13/07/2024,      14.686,    130, 
08:00:00 13/07/2024,      14.785,    130, 
09:00:00 13/07/2024,      14.785,    130, 
10:00:00 13/07/2024,      14.686,    130, 
11:00:00 13/07/2024,      14.785,    130, 
12:00:00 13/07/2024,      14.785,    130, 
13:00:00 13/07/2024,      14.785,    130, 
14:00:00 13/07/2024,      14.835,    130, 
15:00:00 13/07/2024,      14.785,    130, 
16:00:00 13/07/2024,      14.935,    130, 
17:00:00 13/07/2024,      14.885,    130, 
18:00:00 13/07/2024,      14.736,    130, 
19:00:00 13/07/2024,      14.637,    130, 
20:00:00 13/07/2024,      14.835,    130, 
21:00:00 13/07/2024,      14.637,    130, 
22:00:00 13/07/2024,      14.637,    130, 
23:00:00 13/07/2024,      14.637,    130, 
00:00:00 14/07/2024,      14.637,    130, 
01:00:00 14/07/2024,      14.686,    130, 
02:00:00 14/07/2024,      14.637,    130, 
03:00:00 14/07/2024,      14.785,    130, 
04:00:00 14/07/2024,      14.835,    130, 
05:00:00 14/07/2024,      14.985,    130, 
06:00:00 14/07/2024,      14.736,    130, 
07:00:00 14/07/2024,      14.835,    130, 
08:00:00 14/07/2024,      14.785,    130, 
09:00:00 14/07/2024,      14.835,    130, 
10:00:00 14/07/2024,      14.686,    130, 
11:00:00 14/07/2024,      14.736,    130, 
12:00:00 14/07/2024,      14.637,    130, 
13:00:00 14/07/2024,      14.588,    130, 
14:00:00 14/07/2024,      14.588,    130, 
15:00:00 14/07/2024,      14.588,    130, 
16:00:00 14/07/2024,      14.441,    130, 
17:00:00 14/07/2024,      14.490,    130, 
18:00:00 14/07/2024,      14.490,    130, 
19:00:00 14/07/2024,      14.490,    130, 
20:00:00 14/07/2024,      14.490,    130, 
21:00:00 14/07/2024,      14.392,    130, 
22:00:00 14/07/2024,      14.392,    130, 
23:00:00 14/07/2024,      14.490,    130, 
00:00:00 15/07/2024,      14.295,    130, 
01:00:00 15/07/2024,      14.295,    130, 
02:00:00 15/07/2024,      14.295,    130, 
03:00:00 15/07/2024,      14.295,    130, 
04:00:00 15/07/2024,      14.295,    130, 
05:00:00 15/07/2024,      14.392,    130, 
06:00:00 15/07/2024,      14.295,    130, 
07:00:00 15/07/2024,      14.490,    130, 
08:00:00 15/07/2024,      14.392,    130, 
09:00:00 15/07/2024,      14.539,    130, 
10:00:00 15/07/2024,      14.539,    130, 
11:00:00 15/07/2024,      14.539,    130, 
12:00:00 15/07/2024,      14.539,    130, 
13:00:00 15/07/2024,      14.637,    130, 
14:00:00 15/07/2024,      14.490,    130, 
15:00:00 15/07/2024,      14.588,    130, 
16:00:00 15/07/2024,      14.539,    130, 
17:00:00 15/07/2024,      14.539,    130, 
18:00:00 15/07/2024,      14.637,    130, 
19:00:00 15/07/2024,      14.539,    130, 
20:00:00 15/07/2024,      14.539,    130, 
21:00:00 15/07/2024,      14.539,    130, 
22:00:00 15/07/2024,      14.686,    130, 
23:00:00 15/07/2024,      14.588,    130, 
00:00:00 16/07/2024,      14.539,    130, 
01:00:00 16/07/2024,      14.588,    130, 
02:00:00 16/07/2024,      14.785,    130, 
03:00:00 16/07/2024,      14.736,    130, 
04:00:00 16/07/2024,      14.637,    130, 
05:00:00 16/07/2024,      14.686,    130, 
06:00:00 16/07/2024,      14.736,    130, 
07:00:00 16/07/2024,      14.835,    130, 
08:00:00 16/07/2024,      14.885,    130, 
09:00:00 16/07/2024,      14.985,    130, 
10:00:00 16/07/2024,      14.985,    130, 
11:00:00 16/07/2024,      15.035,    130, 
12:00:00 16/07/2024,      15.187,    130, 
13:00:00 16/07/2024,      15.187,    130, 
14:00:00 16/07/2024,      15.035,    130, 
15:00:00 16/07/2024,      15.035,    130, 
16:00:00 16/07/2024,      15.086,    130, 
17:00:00 16/07/2024,      14.935,    130, 
18:00:00 16/07/2024,      14.985,    130, 
19:00:00 16/07/2024,      14.885,    130, 
20:00:00 16/07/2024,      14.885,    130, 
21:00:00 16/07/2024,      14.885,    130, 
22:00:00 16/07/2024,      14.835,    130, 
23:00:00 16/07/2024,      15.035,    130, 
00:00:00 17/07/2024,      14.935,    130, 
01:00:00 17/07/2024,      15.086,    130, 
02:00:00 17/07/2024,      15.086,    130, 
03:00:00 17/07/2024,      15.136,    130, 
04:00:00 17/07/2024,      15.086,    130, 
05:00:00 17/07/2024,      15.136,    130, 
06:00:00 17/07/2024,      15.238,    130, 
07:00:00 17/07/2024,      15.136,    130, 
08:00:00 17/07/2024,      15.136,    130, 
09:00:00 17/07/2024,      15.340,    130, 
10:00:00 17/07/2024,      15.340,    130, 
11:00:00 17/07/2024,      15.238,    130, 
12:00:00 17/07/2024,      15.238,    130, 
13:00:00 17/07/2024,      15.289,    130, 
14:00:00 17/07/2024,      15.238,    130, 
15:00:00 17/07/2024,      15.238,    130, 
16:00:00 17/07/2024,      15.289,    130, 
17:00:00 17/07/2024,      15.086,    130, 
18:00:00 17/07/2024,      15.035,    130, 
19:00:00 17/07/2024,      15.086,    130, 
20:00:00 17/07/2024,      14.985,    130, 
21:00:00 17/07/2024,      15.035,    130, 
22:00:00 17/07/2024,      14.985,    130, 
23:00:00 17/07/2024,      15.086,    130, 
00:00:00 18/07/2024,      15.136,    130, 
01:00:00 18/07/2024,      15.086,    130, 
02:00:00 18/07/2024,      15.187,    130, 
03:00:00 18/07/2024,      15.136,    130, 
04:00:00 18/07/2024,      15.086,    130, 
05:00:00 18/07/2024,      15.035,    130, 
06:00:00 18/07/2024,      15.136,    130, 
07:00:00 18/07/2024,      15.187,    130, 
08:00:00 18/07/2024,      15.136,    130, 
09:00:00 18/07/2024,      15.136,    130, 
10:00:00 18/07/2024,      15.238,    130, 
11:00:00 18/07/2024,      15.391,    130, 
12:00:00 18/07/2024,      15.340,    130, 
13:00:00 18/07/2024,      15.187,    130, 
14:00:00 18/07/2024,      15.136,    130, 
15:00:00 18/07/2024,      15.086,    130, 
16:00:00 18/07/2024,      15.187,    130, 
17:00:00 18/07/2024,      14.985,    130, 
18:00:00 18/07/2024,      14.935,    130, 
19:00:00 18/07/2024,      14.835,    130, 
20:00:00 18/07/2024,      14.785,    130, 
21:00:00 18/07/2024,      14.686,    130, 
22:00:00 18/07/2024,      14.736,    130, 
23:00:00 18/07/2024,      14.637,    130, 
00:00:00 19/07/2024,      14.785,    130, 
01:00:00 19/07/2024,      14.835,    130, 
02:00:00 19/07/2024,      14.686,    130, 
03:00:00 19/07/2024,      14.885,    130, 
04:00:00 19/07/2024,      14.885,    130, 
05:00:00 19/07/2024,      14.686,    130, 
06:00:00 19/07/2024,      14.686,    130, 
07:00:00 19/07/2024,      14.686,    130, 
08:00:00 19/07/2024,      14.736,    130, 
09:00:00 19/07/2024,      14.686,    130, 
10:00:00 19/07/2024,      14.637,    130, 
11:00:00 19/07/2024,      14.785,    130, 
12:00:00 19/07/2024,      14.686,    130, 
13:00:00 19/07/2024,      14.736,    130, 
14:00:00 19/07/2024,      14.490,    130, 
15:00:00 19/07/2024,      14.490,    130, 
16:00:00 19/07/2024,      14.539,    130, 
17:00:00 19/07/2024,      14.392,    130, 
18:00:00 19/07/2024,      14.392,    130, 
19:00:00 19/07/2024,      14.247,    130, 
20:00:00 19/07/2024,      14.344,    130, 
21:00:00 19/07/2024,      14.295,    130, 
22:00:00 19/07/2024,      14.441,    130, 
23:00:00 19/07/2024,      14.539,    130, 
00:00:00 20/07/2024,      14.247,    130, 
01:00:00 20/07/2024,      14.392,    130, 
02:00:00 20/07/2024,      14.103,    130, 
03:00:00 20/07/2024,      14.295,    130, 
04:00:00 20/07/2024,      14.151,    130, 
05:00:00 20/07/2024,      14.199,    130, 
06:00:00 20/07/2024,      14.103,    130, 
07:00:00 20/07/2024,      14.007,    130, 
08:00:00 20/07/2024,      14.151,    130, 
09:00:00 20/07/2024,      14.199,    130, 
10:00:00 20/07/2024,      13.960,    130, 
11:00:00 20/07/2024,      14.055,    130, 
12:00:00 20/07/2024,      14.247,    130, 
13:00:00 20/07/2024,      14.151,    130, 
14:00:00 20/07/2024,      14.199,    130, 
15:00:00 20/07/2024,      14.007,    130, 
16:00:00 20/07/2024,      14.199,    130, 
17:00:00 20/07/2024,      14.055,    130, 
18:00:00 20/07/2024,      14.199,    130, 
19:00:00 20/07/2024,      13.960,    130, 
20:00:00 20/07/2024,      13.818,    130, 
21:00:00 20/07/2024,      14.441,    130, 
22:00:00 20/07/2024,      13.771,    130, 
23:00:00 20/07/2024,      13.865,    130, 
00:00:00 21/07/2024,      13.724,    130, 
01:00:00 21/07/2024,      13.724,    130, 
02:00:00 21/07/2024,      13.630,    130, 
03:00:00 21/07/2024,      13.724,    130, 
04:00:00 21/07/2024,      13.912,    130, 
05:00:00 21/07/2024,      13.537,    130, 
06:00:00 21/07/2024,      13.630,    130, 
07:00:00 21/07/2024,      13.491,    130, 
08:00:00 21/07/2024,      13.630,    130, 
09:00:00 21/07/2024,      13.630,    130, 
10:00:00 21/07/2024,      13.630,    130, 
11:00:00 21/07/2024,      13.771,    130, 
12:00:00 21/07/2024,      13.912,    130, 
13:00:00 21/07/2024,      14.055,    130, 
14:00:00 21/07/2024,      14.103,    130, 
15:00:00 21/07/2024,      13.912,    130, 
16:00:00 21/07/2024,      13.818,    130, 
17:00:00 21/07/2024,      13.724,    130, 
18:00:00 21/07/2024,      13.771,    130, 
19:00:00 21/07/2024,      13.537,    130, 
20:00:00 21/07/2024,      13.584,    130, 
21:00:00 21/07/2024,      13.491,    130, 
22:00:00 21/07/2024,      13.399,    130, 
23:00:00 21/07/2024,      13.445,    130, 
00:00:00 22/07/2024,      13.353,    130, 
01:00:00 22/07/2024,      13.445,    130, 
02:00:00 22/07/2024,      13.399,    130, 
03:00:00 22/07/2024,      13.216,    130, 
04:00:00 22/07/2024,      13.399,    130, 
05:00:00 22/07/2024,      13.399,    130, 
06:00:00 22/07/2024,      13.307,    130, 
07:00:00 22/07/2024,      13.353,    130, 
08:00:00 22/07/2024,      13.353,    130, 
09:00:00 22/07/2024,      13.261,    130, 
10:00:00 22/07/2024,      13.491,    130, 
11:00:00 22/07/2024,      13.399,    130, 
12:00:00 22/07/2024,      13.399,    130, 
13:00:00 22/07/2024,      13.353,    130, 
14:00:00 22/07/2024,      13.353,    130, 
15:00:00 22/07/2024,      13.307,    130, 
16:00:00 22/07/2024,      13.261,    130, 
17:00:00 22/07/2024,      13.216,    130, 
18:00:00 22/07/2024,      13.125,    130, 
19:00:00 22/07/2024,      12.990,    130, 
20:00:00 22/07/2024,      12.900,    130, 
21:00:00 22/07/2024,      12.900,    130, 
22:00:00 22/07/2024,      12.856,    130, 
23:00:00 22/07/2024,      12.945,    130, 
00:00:00 23/07/2024,      12.856,    130, 
01:00:00 23/07/2024,      12.900,    130, 
02:00:00 23/07/2024,      12.990,    130, 
03:00:00 23/07/2024,      13.080,    130, 
04:00:00 23/07/2024,      13.170,    130, 
05:00:00 23/07/2024,      12.945,    130, 
06:00:00 23/07/2024,      12.945,    130, 
07:00:00 23/07/2024,      13.035,    130, 
08:00:00 23/07/2024,      13.080,    130, 
09:00:00 23/07/2024,      12.945,    130, 
10:00:00 23/07/2024,      12.856,    130, 
11:00:00 23/07/2024,      12.900,    130, 
12:00:00 23/07/2024,      12.856,    130, 
13:00:00 23/07/2024,      12.856,    130, 
14:00:00 23/07/2024,      12.767,    130, 
15:00:00 23/07/2024,      12.722,    130, 
16:00:00 23/07/2024,      12.722,    130, 
17:00:00 23/07/2024,      12.678,    130, 
18:00:00 23/07/2024,      12.678,    130, 
19:00:00 23/07/2024,      12.678,    130, 
20:00:00 23/07/2024,      12.678,    130, 
21:00:00 23/07/2024,      12.590,    130, 
22:00:00 23/07/2024,      12.547,    130, 
23:00:00 23/07/2024,      12.547,    130, 
00:00:00 24/07/2024,      12.503,    130, 
01:00:00 24/07/2024,      12.373,    130, 
02:00:00 24/07/2024,      12.459,    130, 
03:00:00 24/07/2024,      12.503,    130, 
04:00:00 24/07/2024,      12.503,    130, 
05:00:00 24/07/2024,      12.373,    130, 
06:00:00 24/07/2024,      12.503,    130, 
07:00:00 24/07/2024,      12.547,    130, 
08:00:00 24/07/2024,      12.547,    130, 
09:00:00 24/07/2024,      12.547,    130, 
10:00:00 24/07/2024,      12.590,    130, 
11:00:00 24/07/2024,      12.459,    130, 
12:00:00 24/07/2024,      12.590,    130, 
13:00:00 24/07/2024,      12.459,    130, 
13:35:00 24/07/2024,      12.244,    130, 
14:00:00 24/07/2024,      12.590,    130, 
15:00:00 24/07/2024,      12.373,    130, 
16:00:00 24/07/2024,      12.373,    130, 
17:00:00 24/07/2024,      12.373,    130, 
17:40:00 24/07/2024,      12.244,    130, 
18:00:00 24/07/2024,      12.201,    130, 
19:00:00 24/07/2024,      12.287,    130, 
20:00:00 24/07/2024,      12.287,    130, 
21:00:00 24/07/2024,      12.459,    130, 
22:00:00 24/07/2024,      12.634,    130, 
23:00:00 24/07/2024,      12.634,    130, 
00:00:00 25/07/2024,      12.503,    130, 
01:00:00 25/07/2024,      12.201,    130, 
01:35:00 25/07/2024,      12.031,    130, 
02:00:00 25/07/2024,      12.073,    130, 
03:00:00 25/07/2024,      12.031,    130, 
04:00:00 25/07/2024,      11.946,    130, 
05:00:00 25/07/2024,      12.031,    130, 
06:00:00 25/07/2024,      12.116,    130, 
07:00:00 25/07/2024,      12.330,    130, 
08:00:00 25/07/2024,      12.116,    130, 
09:00:00 25/07/2024,      11.988,    130, 
10:00:00 25/07/2024,      12.031,    130, 
11:00:00 25/07/2024,      12.031,    130, 
12:00:00 25/07/2024,      12.330,    130, 
13:00:00 25/07/2024,      12.031,    130, 
14:00:00 25/07/2024,      12.158,    130, 
15:00:00 25/07/2024,      12.201,    130, 
15:25:00 25/07/2024,      12.031,    130, 
16:00:00 25/07/2024,      12.416,    130, 
17:00:00 25/07/2024,      12.373,    130, 
18:00:00 25/07/2024,      12.158,    130, 
18:10:00 25/07/2024,      11.988,    130, 
19:00:00 25/07/2024,      12.031,    130, 
20:00:00 25/07/2024,      12.116,    130, 
20:50:00 25/07/2024,      12.811,    130, 
20:55:00 25/07/2024,      12.073,    130, 
21:00:00 25/07/2024,      12.330,    130, 
21:40:00 25/07/2024,      11.779,    130, 
22:00:00 25/07/2024,      12.116,    130, 
22:15:00 25/07/2024,      12.722,    130, 
22:20:00 25/07/2024,      12.158,    130, 
22:30:00 25/07/2024,      12.031,    130, 
23:00:00 25/07/2024,      12.073,    130, 
23:35:00 25/07/2024,      11.904,    130, 
23:50:00 25/07/2024,      11.946,    130, 
00:00:00 26/07/2024,      12.416,    130, 
01:00:00 26/07/2024,      11.946,    130, 
02:00:00 26/07/2024,      11.904,    130, 
03:00:00 26/07/2024,      11.904,    130, 
04:00:00 26/07/2024,      11.862,    130, 
05:00:00 26/07/2024,      11.821,    130, 
06:00:00 26/07/2024,      11.946,    130, 
07:00:00 26/07/2024,      11.946,    130, 
08:00:00 26/07/2024,      11.946,    130, 
09:00:00 26/07/2024,      11.988,    130, 
10:00:00 26/07/2024,      11.904,    130, 
10:45:00 26/07/2024,      12.767,    130, 
11:00:00 26/07/2024,      12.201,    130, 
12:00:00 26/07/2024,      11.779,    130, 
13:00:00 26/07/2024,      11.821,    130, 
14:00:00 26/07/2024,      11.862,    130, 
15:00:00 26/07/2024,      11.946,    130, 
16:00:00 26/07/2024,      11.862,    130, 
17:00:00 26/07/2024,      11.862,    130, 
18:00:00 26/07/2024,      11.904,    130, 
