Code,Date,FY,Indicator,Units,Supplier,Geographic_Area,Region,Environment,Zone,Sub_Zone,Sample_Type,Water_Type,Management,Lat,Long,Inside_Port_Zone,WQO,LOR,Failure,Stat,Month,Values,N_Months,Val_Min,Val_Twentieth,Val_Mean,Val_Median,Val_Eightieth,Val_Max,Val_Stat,N_Samples
S2,2022-09-08,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,5.8354,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-09,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,5.626,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-10,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,5.3643,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-11,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.7995,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-12,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,3.8638,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-13,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.0278,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-14,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,5.5772,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-15,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,5.2397,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-16,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.8017,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-17,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,6.8377,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-18,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.5385,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-19,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.1244,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-20,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.2648,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-21,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.7183,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-22,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.3103,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-23,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.8324,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-24,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.7758,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-25,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.4727,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-26,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,4.8303,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-27,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,7.3252,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-28,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,9.5713,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-29,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,11.3214,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-09-30,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Sep,22.1273,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-01,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,21.5542,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-02,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,36.0811,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-03,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,4.8334,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-04,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,7.0976,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-05,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,6.7707,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-06,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,6.4972,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-07,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,7.1561,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-08,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,6.4118,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-09,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,5.3723,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-10,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,6.1686,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-11,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,6.8865,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-12,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,8.4399,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-13,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,8.6074,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-14,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,7.1422,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-15,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,17.7681,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-16,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,3.7833,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-17,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,3.4552,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-18,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,3.8453,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-19,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,4.0525,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-20,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,12.068,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-21,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,5.9415,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-22,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,5.7614,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-23,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,5.158,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-24,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,5.3854,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-25,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,5.0992,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-26,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,5.9018,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-27,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,3.0929,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-28,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,2.1575,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-29,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,2.1875,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-30,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,1.9254,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-10-31,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Oct,1.9419,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-01,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,3.8695,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-02,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,2.3937,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-03,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,1.8839,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-04,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,5.1302,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-05,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,10.121,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-06,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,6.6702,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-07,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,6.9097,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-08,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,5.9597,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-09,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,5.0821,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-10,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,4.7338,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-11,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,5.775,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-12,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,3.3889,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-13,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,4.0397,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-14,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,5.0195,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-15,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,4.4273,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-16,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,6.1933,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-17,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,1.8237,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-18,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,3.3692,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-19,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,2.9311,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-20,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,3.2182,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-21,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,2.9132,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-22,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,3.0198,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-23,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,3.9867,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-24,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,3.8545,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-25,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,4.8835,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-26,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,4.9451,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-27,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,14.9188,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-28,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,3.8822,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-29,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,4.8551,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-11-30,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Nov,3.2841,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-01,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,3.5361,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-02,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,5.4777,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-03,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,5.8177,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-04,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,7.134,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-05,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,32.3221,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-06,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,59.5409,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-07,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,147.0372,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-08,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,113.924,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-09,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,113.3977,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
S2,2022-12-10,2023,Turbidity,NTU,POTL,OC.Outside Port Zone,DT,Inshore,Cleveland Bay,CB.Open Coastal,logger,open coastal,MD,-19.1406,146.8893,N,3,0.1,high,median,Dec,76.9988,12,1.4039,2.764,8.1254,4.2984,6.777,147.0372,4.2984,351
