basin,region,fyear,rainfall,cumulative_mean,units
Plane,Mackay Whitsunday Isaac,1912,734.766,734.766,mm
Plane,Mackay Whitsunday Isaac,1913,1943.144,1338.955,mm
Plane,Mackay Whitsunday Isaac,1914,1644.351,1440.754,mm
Plane,Mackay Whitsunday Isaac,1915,647.667,1242.482,mm
Plane,Mackay Whitsunday Isaac,1916,899.11,1173.808,mm
Plane,Mackay Whitsunday Isaac,1917,1991.566,1310.101,mm
Plane,Mackay Whitsunday Isaac,1918,3245.74,1586.621,mm
Plane,Mackay Whitsunday Isaac,1919,1152.032,1532.297,mm
Plane,Mackay Whitsunday Isaac,1920,1037.092,1477.274,mm
Plane,Mackay Whitsunday Isaac,1921,1623.147,1491.862,mm
Plane,Mackay Whitsunday Isaac,1922,1266.991,1471.419,mm
Plane,Mackay Whitsunday Isaac,1923,930.718,1426.36,mm
Plane,Mackay Whitsunday Isaac,1924,1144.244,1404.659,mm
Plane,Mackay Whitsunday Isaac,1925,1173.125,1388.121,mm
Plane,Mackay Whitsunday Isaac,1926,848.308,1352.133,mm
Plane,Mackay Whitsunday Isaac,1927,1153.185,1339.699,mm
Plane,Mackay Whitsunday Isaac,1928,2341.735,1398.642,mm
Plane,Mackay Whitsunday Isaac,1929,1905.242,1426.787,mm
Plane,Mackay Whitsunday Isaac,1930,1487.331,1429.973,mm
Plane,Mackay Whitsunday Isaac,1931,689.717,1392.961,mm
Plane,Mackay Whitsunday Isaac,1932,1291.398,1388.124,mm
Plane,Mackay Whitsunday Isaac,1933,1060.076,1373.213,mm
Plane,Mackay Whitsunday Isaac,1934,1710.697,1387.886,mm
Plane,Mackay Whitsunday Isaac,1935,852.224,1365.567,mm
Plane,Mackay Whitsunday Isaac,1936,2126.893,1396.02,mm
Plane,Mackay Whitsunday Isaac,1937,1304.935,1392.517,mm
Plane,Mackay Whitsunday Isaac,1938,1220.789,1386.156,mm
Plane,Mackay Whitsunday Isaac,1939,1228.866,1380.539,mm
Plane,Mackay Whitsunday Isaac,1940,2008.792,1402.203,mm
Plane,Mackay Whitsunday Isaac,1941,1674.303,1411.273,mm
Plane,Mackay Whitsunday Isaac,1942,1520.842,1414.807,mm
Plane,Mackay Whitsunday Isaac,1943,1955.944,1431.718,mm
Plane,Mackay Whitsunday Isaac,1944,1494.407,1433.617,mm
Plane,Mackay Whitsunday Isaac,1945,764.674,1413.943,mm
Plane,Mackay Whitsunday Isaac,1946,1543.476,1417.644,mm
Plane,Mackay Whitsunday Isaac,1947,1236.259,1412.605,mm
Plane,Mackay Whitsunday Isaac,1948,906.659,1398.931,mm
Plane,Mackay Whitsunday Isaac,1949,1058.302,1389.967,mm
Plane,Mackay Whitsunday Isaac,1950,2138.956,1409.172,mm
Plane,Mackay Whitsunday Isaac,1951,2424.725,1434.561,mm
Plane,Mackay Whitsunday Isaac,1952,896.475,1421.437,mm
Plane,Mackay Whitsunday Isaac,1953,1220.473,1416.652,mm
Plane,Mackay Whitsunday Isaac,1954,2043.835,1431.237,mm
Plane,Mackay Whitsunday Isaac,1955,2537.721,1456.385,mm
Plane,Mackay Whitsunday Isaac,1956,2260.423,1474.252,mm
Plane,Mackay Whitsunday Isaac,1957,1260.914,1469.615,mm
Plane,Mackay Whitsunday Isaac,1958,2553.632,1492.679,mm
Plane,Mackay Whitsunday Isaac,1959,1431.328,1491.401,mm
Plane,Mackay Whitsunday Isaac,1960,1740.743,1496.489,mm
Plane,Mackay Whitsunday Isaac,1961,986.76,1486.295,mm
Plane,Mackay Whitsunday Isaac,1962,1170.438,1480.101,mm
Plane,Mackay Whitsunday Isaac,1963,1971.665,1489.555,mm
Plane,Mackay Whitsunday Isaac,1964,935.078,1479.093,mm
Plane,Mackay Whitsunday Isaac,1965,891.172,1468.205,mm
Plane,Mackay Whitsunday Isaac,1966,973.261,1459.206,mm
Plane,Mackay Whitsunday Isaac,1967,1237.234,1455.242,mm
Plane,Mackay Whitsunday Isaac,1968,2082.348,1466.244,mm
Plane,Mackay Whitsunday Isaac,1969,823.043,1455.155,mm
Plane,Mackay Whitsunday Isaac,1970,1470.205,1455.41,mm
Plane,Mackay Whitsunday Isaac,1971,1506.468,1456.261,mm
Plane,Mackay Whitsunday Isaac,1972,1660.308,1459.606,mm
Plane,Mackay Whitsunday Isaac,1973,1146.19,1454.551,mm
Plane,Mackay Whitsunday Isaac,1974,2970.198,1478.609,mm
Plane,Mackay Whitsunday Isaac,1975,1342.271,1476.478,mm
Plane,Mackay Whitsunday Isaac,1976,2268.587,1488.665,mm
Plane,Mackay Whitsunday Isaac,1977,1813.888,1493.592,mm
Plane,Mackay Whitsunday Isaac,1978,1387.117,1492.003,mm
Plane,Mackay Whitsunday Isaac,1979,2680.248,1509.477,mm
Plane,Mackay Whitsunday Isaac,1980,1401.121,1507.907,mm
Plane,Mackay Whitsunday Isaac,1981,1495.492,1507.729,mm
Plane,Mackay Whitsunday Isaac,1982,1164.198,1502.891,mm
Plane,Mackay Whitsunday Isaac,1983,1180.669,1498.416,mm
Plane,Mackay Whitsunday Isaac,1984,749.824,1488.161,mm
Plane,Mackay Whitsunday Isaac,1985,1258.121,1485.052,mm
Plane,Mackay Whitsunday Isaac,1986,1216.229,1481.468,mm
Plane,Mackay Whitsunday Isaac,1987,779.291,1472.229,mm
Plane,Mackay Whitsunday Isaac,1988,1756.599,1475.922,mm
Plane,Mackay Whitsunday Isaac,1989,2354.361,1487.184,mm
Plane,Mackay Whitsunday Isaac,1990,1671.84,1489.521,mm
Plane,Mackay Whitsunday Isaac,1991,3122.855,1509.938,mm
Plane,Mackay Whitsunday Isaac,1992,970.744,1503.281,mm
Plane,Mackay Whitsunday Isaac,1993,1091.626,1498.261,mm
Plane,Mackay Whitsunday Isaac,1994,1189.419,1494.54,mm
Plane,Mackay Whitsunday Isaac,1995,795.892,1486.223,mm
Plane,Mackay Whitsunday Isaac,1996,1335.587,1484.451,mm
Plane,Mackay Whitsunday Isaac,1997,1348.416,1482.869,mm
Plane,Mackay Whitsunday Isaac,1998,1005.715,1477.384,mm
Plane,Mackay Whitsunday Isaac,1999,1889.09,1482.063,mm
Plane,Mackay Whitsunday Isaac,2000,1826.042,1485.928,mm
Plane,Mackay Whitsunday Isaac,2001,1614.343,1487.355,mm
Plane,Mackay Whitsunday Isaac,2002,914.515,1481.06,mm
Plane,Mackay Whitsunday Isaac,2003,863.669,1474.349,mm
Plane,Mackay Whitsunday Isaac,2004,847.427,1467.608,mm
Plane,Mackay Whitsunday Isaac,2005,1115.673,1463.864,mm
Plane,Mackay Whitsunday Isaac,2006,1070.504,1459.723,mm
Plane,Mackay Whitsunday Isaac,2007,1640.863,1461.61,mm
Plane,Mackay Whitsunday Isaac,2008,1918.715,1466.323,mm
Plane,Mackay Whitsunday Isaac,2009,1570.757,1467.388,mm
Plane,Mackay Whitsunday Isaac,2010,1988.514,1472.652,mm
Plane,Mackay Whitsunday Isaac,2011,3060.233,1488.528,mm
Plane,Mackay Whitsunday Isaac,2012,2012.825,1493.719,mm
Plane,Mackay Whitsunday Isaac,2013,1841.301,1497.127,mm
Plane,Mackay Whitsunday Isaac,2014,1400.306,1496.187,mm
Plane,Mackay Whitsunday Isaac,2015,944.571,1490.883,mm
Plane,Mackay Whitsunday Isaac,2016,1436.19,1490.362,mm
Plane,Mackay Whitsunday Isaac,2017,2559.054,1500.444,mm
Plane,Mackay Whitsunday Isaac,2018,951.447,1495.313,mm
Plane,Mackay Whitsunday Isaac,2019,1445.783,1494.854,mm
Plane,Mackay Whitsunday Isaac,2020,1364.166,1493.655,mm
Plane,Mackay Whitsunday Isaac,2021,1084.969,1489.94,mm
Plane,Mackay Whitsunday Isaac,2022,1120.057,1486.608,mm
Johnstone,Wet Tropics,1912,2475.892,2475.892,mm
Johnstone,Wet Tropics,1913,3901.147,3188.52,mm
Johnstone,Wet Tropics,1914,2925.284,3100.774,mm
Johnstone,Wet Tropics,1915,1657.409,2739.933,mm
Johnstone,Wet Tropics,1916,2305.113,2652.969,mm
Johnstone,Wet Tropics,1917,3149.137,2735.664,mm
Johnstone,Wet Tropics,1918,3405.753,2831.391,mm
Johnstone,Wet Tropics,1919,2345.969,2770.713,mm
Johnstone,Wet Tropics,1920,2579.152,2749.428,mm
Johnstone,Wet Tropics,1921,4346.163,2909.102,mm
Johnstone,Wet Tropics,1922,3429.705,2956.429,mm
Johnstone,Wet Tropics,1923,1980.454,2875.098,mm
Johnstone,Wet Tropics,1924,2785.201,2868.183,mm
Johnstone,Wet Tropics,1925,3685.615,2926.571,mm
Johnstone,Wet Tropics,1926,1863.258,2855.683,mm
Johnstone,Wet Tropics,1927,3490.234,2895.343,mm
Johnstone,Wet Tropics,1928,2501.63,2872.183,mm
Johnstone,Wet Tropics,1929,3549.908,2909.835,mm
Johnstone,Wet Tropics,1930,3123.874,2921.1,mm
Johnstone,Wet Tropics,1931,2655.77,2907.833,mm
Johnstone,Wet Tropics,1932,3202.102,2921.846,mm
Johnstone,Wet Tropics,1933,3277.24,2938,mm
Johnstone,Wet Tropics,1934,5229.02,3037.61,mm
Johnstone,Wet Tropics,1935,3163.611,3042.86,mm
Johnstone,Wet Tropics,1936,3583.732,3064.495,mm
Johnstone,Wet Tropics,1937,2426.395,3039.953,mm
Johnstone,Wet Tropics,1938,2641.226,3025.185,mm
Johnstone,Wet Tropics,1939,4323.799,3071.564,mm
Johnstone,Wet Tropics,1940,3760.77,3095.33,mm
Johnstone,Wet Tropics,1941,3743.777,3116.945,mm
Johnstone,Wet Tropics,1942,2296.182,3090.468,mm
Johnstone,Wet Tropics,1943,2675.059,3077.487,mm
Johnstone,Wet Tropics,1944,2233.282,3051.905,mm
Johnstone,Wet Tropics,1945,4379.783,3090.96,mm
Johnstone,Wet Tropics,1946,2783.871,3082.186,mm
Johnstone,Wet Tropics,1947,1990.066,3051.85,mm
Johnstone,Wet Tropics,1948,2827.038,3045.774,mm
Johnstone,Wet Tropics,1949,3303.642,3052.56,mm
Johnstone,Wet Tropics,1950,3129.455,3054.531,mm
Johnstone,Wet Tropics,1951,2972.298,3052.475,mm
Johnstone,Wet Tropics,1952,2286.825,3033.801,mm
Johnstone,Wet Tropics,1953,3075.042,3034.783,mm
Johnstone,Wet Tropics,1954,3066.588,3035.523,mm
Johnstone,Wet Tropics,1955,3762.95,3052.055,mm
Johnstone,Wet Tropics,1956,2802.89,3046.518,mm
Johnstone,Wet Tropics,1957,3615.011,3058.877,mm
Johnstone,Wet Tropics,1958,2956.773,3056.704,mm
Johnstone,Wet Tropics,1959,3289.316,3061.55,mm
Johnstone,Wet Tropics,1960,2894.506,3058.141,mm
Johnstone,Wet Tropics,1961,1929.054,3035.559,mm
Johnstone,Wet Tropics,1962,2599.41,3027.007,mm
Johnstone,Wet Tropics,1963,3384.858,3033.889,mm
Johnstone,Wet Tropics,1964,3033.852,3033.889,mm
Johnstone,Wet Tropics,1965,3751.545,3047.178,mm
Johnstone,Wet Tropics,1966,1837.991,3025.193,mm
Johnstone,Wet Tropics,1967,3356.532,3031.11,mm
Johnstone,Wet Tropics,1968,2545.295,3022.587,mm
Johnstone,Wet Tropics,1969,2557.913,3014.575,mm
Johnstone,Wet Tropics,1970,2712.386,3009.453,mm
Johnstone,Wet Tropics,1971,3419.85,3016.293,mm
Johnstone,Wet Tropics,1972,3437.392,3023.197,mm
Johnstone,Wet Tropics,1973,3021.194,3023.164,mm
Johnstone,Wet Tropics,1974,4390.013,3044.86,mm
Johnstone,Wet Tropics,1975,2812.106,3041.224,mm
Johnstone,Wet Tropics,1976,3410.276,3046.901,mm
Johnstone,Wet Tropics,1977,4455.565,3068.245,mm
Johnstone,Wet Tropics,1978,2391.988,3058.151,mm
Johnstone,Wet Tropics,1979,4288.834,3076.25,mm
Johnstone,Wet Tropics,1980,2199.036,3063.536,mm
Johnstone,Wet Tropics,1981,4000.369,3076.92,mm
Johnstone,Wet Tropics,1982,3263.164,3079.543,mm
Johnstone,Wet Tropics,1983,2464.495,3071,mm
Johnstone,Wet Tropics,1984,2852.749,3068.011,mm
Johnstone,Wet Tropics,1985,2948.979,3066.402,mm
Johnstone,Wet Tropics,1986,3080.341,3066.588,mm
Johnstone,Wet Tropics,1987,2476.767,3058.827,mm
Johnstone,Wet Tropics,1988,2486.829,3051.399,mm
Johnstone,Wet Tropics,1989,3915.107,3062.472,mm
Johnstone,Wet Tropics,1990,3209.176,3064.329,mm
Johnstone,Wet Tropics,1991,3357.065,3067.988,mm
Johnstone,Wet Tropics,1992,1694.117,3051.027,mm
Johnstone,Wet Tropics,1993,2291.405,3041.763,mm
Johnstone,Wet Tropics,1994,3172.53,3043.339,mm
Johnstone,Wet Tropics,1995,2664.065,3038.823,mm
Johnstone,Wet Tropics,1996,3290.765,3041.787,mm
Johnstone,Wet Tropics,1997,2889.716,3040.019,mm
Johnstone,Wet Tropics,1998,2954.973,3039.042,mm
Johnstone,Wet Tropics,1999,4774.167,3058.759,mm
Johnstone,Wet Tropics,2000,4408.076,3073.92,mm
Johnstone,Wet Tropics,2001,3202.421,3075.348,mm
Johnstone,Wet Tropics,2002,1793.133,3061.257,mm
Johnstone,Wet Tropics,2003,1862.09,3048.223,mm
Johnstone,Wet Tropics,2004,3282.906,3050.746,mm
Johnstone,Wet Tropics,2005,2409.649,3043.926,mm
Johnstone,Wet Tropics,2006,3224.369,3045.826,mm
Johnstone,Wet Tropics,2007,3048.806,3045.857,mm
Johnstone,Wet Tropics,2008,2913.075,3044.488,mm
Johnstone,Wet Tropics,2009,3409.568,3048.213,mm
Johnstone,Wet Tropics,2010,2765.12,3045.354,mm
Johnstone,Wet Tropics,2011,4954.674,3064.447,mm
Johnstone,Wet Tropics,2012,3312.585,3066.904,mm
Johnstone,Wet Tropics,2013,2500.487,3061.35,mm
Johnstone,Wet Tropics,2014,3243.285,3063.117,mm
Johnstone,Wet Tropics,2015,2110.034,3053.953,mm
Johnstone,Wet Tropics,2016,2359.6,3047.34,mm
Johnstone,Wet Tropics,2017,2839.814,3045.382,mm
Johnstone,Wet Tropics,2018,3450.13,3049.165,mm
Johnstone,Wet Tropics,2019,3156.588,3050.159,mm
Johnstone,Wet Tropics,2020,2308.099,3043.351,mm
Johnstone,Wet Tropics,2021,3298.872,3045.674,mm
Johnstone,Wet Tropics,2022,2866.262,3044.058,mm
Ross,Dry Tropics,1912,632.858,632.858,mm
Ross,Dry Tropics,1913,1122.829,877.843,mm
Ross,Dry Tropics,1914,1148.028,967.905,mm
Ross,Dry Tropics,1915,344.021,811.934,mm
Ross,Dry Tropics,1916,722.138,793.975,mm
Ross,Dry Tropics,1917,1737.013,951.148,mm
Ross,Dry Tropics,1918,1641.194,1049.726,mm
Ross,Dry Tropics,1919,568.893,989.622,mm
Ross,Dry Tropics,1920,1026.888,993.762,mm
Ross,Dry Tropics,1921,641.023,958.488,mm
Ross,Dry Tropics,1922,908.182,953.915,mm
Ross,Dry Tropics,1923,518.109,917.598,mm
Ross,Dry Tropics,1924,829.283,910.805,mm
Ross,Dry Tropics,1925,1205.357,931.844,mm
Ross,Dry Tropics,1926,605.512,910.089,mm
Ross,Dry Tropics,1927,1389.499,940.052,mm
Ross,Dry Tropics,1928,867.727,935.797,mm
Ross,Dry Tropics,1929,1106.336,945.272,mm
Ross,Dry Tropics,1930,856.716,940.611,mm
Ross,Dry Tropics,1931,524.766,919.819,mm
Ross,Dry Tropics,1932,780.197,913.17,mm
Ross,Dry Tropics,1933,803.241,908.173,mm
Ross,Dry Tropics,1934,1388.48,929.056,mm
Ross,Dry Tropics,1935,398.418,906.946,mm
Ross,Dry Tropics,1936,1449.703,928.656,mm
Ross,Dry Tropics,1937,787.407,923.224,mm
Ross,Dry Tropics,1938,813.88,919.174,mm
Ross,Dry Tropics,1939,769.723,913.836,mm
Ross,Dry Tropics,1940,1287.332,926.716,mm
Ross,Dry Tropics,1941,1439.915,943.822,mm
Ross,Dry Tropics,1942,798.256,939.127,mm
Ross,Dry Tropics,1943,1197.761,947.209,mm
Ross,Dry Tropics,1944,977.498,948.127,mm
Ross,Dry Tropics,1945,1102.007,952.653,mm
Ross,Dry Tropics,1946,1533.557,969.25,mm
Ross,Dry Tropics,1947,1142.976,974.076,mm
Ross,Dry Tropics,1948,703.682,966.768,mm
Ross,Dry Tropics,1949,1220.45,973.444,mm
Ross,Dry Tropics,1950,1528.027,987.664,mm
Ross,Dry Tropics,1951,1436.428,998.883,mm
Ross,Dry Tropics,1952,725.293,992.21,mm
Ross,Dry Tropics,1953,1564.354,1005.832,mm
Ross,Dry Tropics,1954,1391.367,1014.798,mm
Ross,Dry Tropics,1955,1665.622,1029.59,mm
Ross,Dry Tropics,1956,1574.194,1041.692,mm
Ross,Dry Tropics,1957,1068.69,1042.279,mm
Ross,Dry Tropics,1958,1336.179,1048.532,mm
Ross,Dry Tropics,1959,786.105,1043.065,mm
Ross,Dry Tropics,1960,1239.717,1047.078,mm
Ross,Dry Tropics,1961,525.072,1036.638,mm
Ross,Dry Tropics,1962,847.998,1032.939,mm
Ross,Dry Tropics,1963,1033.797,1032.956,mm
Ross,Dry Tropics,1964,863.009,1029.749,mm
Ross,Dry Tropics,1965,1052.364,1030.168,mm
Ross,Dry Tropics,1966,628.277,1022.861,mm
Ross,Dry Tropics,1967,681.528,1016.766,mm
Ross,Dry Tropics,1968,1302.43,1021.777,mm
Ross,Dry Tropics,1969,412.333,1011.27,mm
Ross,Dry Tropics,1970,519.758,1002.939,mm
Ross,Dry Tropics,1971,914.246,1001.461,mm
Ross,Dry Tropics,1972,1659.747,1012.252,mm
Ross,Dry Tropics,1973,705.048,1007.297,mm
Ross,Dry Tropics,1974,2046.872,1023.799,mm
Ross,Dry Tropics,1975,762.453,1019.715,mm
Ross,Dry Tropics,1976,1516.956,1027.365,mm
Ross,Dry Tropics,1977,1467.936,1034.04,mm
Ross,Dry Tropics,1978,880.441,1031.748,mm
Ross,Dry Tropics,1979,1090.514,1032.612,mm
Ross,Dry Tropics,1980,862.733,1030.15,mm
Ross,Dry Tropics,1981,1332.026,1034.462,mm
Ross,Dry Tropics,1982,793.658,1031.071,mm
Ross,Dry Tropics,1983,722.784,1026.789,mm
Ross,Dry Tropics,1984,757.219,1023.096,mm
Ross,Dry Tropics,1985,625.176,1017.719,mm
Ross,Dry Tropics,1986,831.607,1015.238,mm
Ross,Dry Tropics,1987,504.103,1008.512,mm
Ross,Dry Tropics,1988,732.206,1004.924,mm
Ross,Dry Tropics,1989,1315.132,1008.901,mm
Ross,Dry Tropics,1990,1415.099,1014.042,mm
Ross,Dry Tropics,1991,1790.093,1023.743,mm
Ross,Dry Tropics,1992,471.077,1016.92,mm
Ross,Dry Tropics,1993,444.893,1009.944,mm
Ross,Dry Tropics,1994,638.524,1005.469,mm
Ross,Dry Tropics,1995,383.107,998.06,mm
Ross,Dry Tropics,1996,836.528,996.16,mm
Ross,Dry Tropics,1997,1104.547,997.42,mm
Ross,Dry Tropics,1998,1408.503,1002.145,mm
Ross,Dry Tropics,1999,1219.704,1004.617,mm
Ross,Dry Tropics,2000,1869.263,1014.332,mm
Ross,Dry Tropics,2001,937.642,1013.48,mm
Ross,Dry Tropics,2002,713.738,1010.187,mm
Ross,Dry Tropics,2003,450.081,1004.098,mm
Ross,Dry Tropics,2004,696.166,1000.787,mm
Ross,Dry Tropics,2005,573.494,996.242,mm
Ross,Dry Tropics,2006,1141.857,997.774,mm
Ross,Dry Tropics,2007,1157.372,999.437,mm
Ross,Dry Tropics,2008,1344.484,1002.994,mm
Ross,Dry Tropics,2009,2033.695,1013.511,mm
Ross,Dry Tropics,2010,1403.284,1017.449,mm
Ross,Dry Tropics,2011,2125.806,1028.532,mm
Ross,Dry Tropics,2012,1369.606,1031.909,mm
Ross,Dry Tropics,2013,841.753,1030.045,mm
Ross,Dry Tropics,2014,998.411,1029.738,mm
Ross,Dry Tropics,2015,522.528,1024.861,mm
Ross,Dry Tropics,2016,743.889,1022.185,mm
Ross,Dry Tropics,2017,813.696,1020.218,mm
Ross,Dry Tropics,2018,913.06,1019.216,mm
Ross,Dry Tropics,2019,2132.986,1029.529,mm
Ross,Dry Tropics,2020,755.144,1027.012,mm
Ross,Dry Tropics,2021,1010.411,1026.861,mm
Ross,Dry Tropics,2022,1164.765,1028.103,mm
Murray,Wet Tropics,1912,2003.068,2003.068,mm
Murray,Wet Tropics,1913,2984.232,2493.65,mm
Murray,Wet Tropics,1914,2640.096,2542.465,mm
Murray,Wet Tropics,1915,1108.231,2183.907,mm
Murray,Wet Tropics,1916,1766.814,2100.488,mm
Murray,Wet Tropics,1917,2707.314,2201.626,mm
Murray,Wet Tropics,1918,2983.557,2313.33,mm
Murray,Wet Tropics,1919,1680.784,2234.262,mm
Murray,Wet Tropics,1920,2085.355,2217.717,mm
Murray,Wet Tropics,1921,2471.775,2243.123,mm
Murray,Wet Tropics,1922,2463.719,2263.177,mm
Murray,Wet Tropics,1923,1197.147,2174.341,mm
Murray,Wet Tropics,1924,1878.717,2151.601,mm
Murray,Wet Tropics,1925,2316.111,2163.351,mm
Murray,Wet Tropics,1926,1059.103,2089.735,mm
Murray,Wet Tropics,1927,3098.976,2152.812,mm
Murray,Wet Tropics,1928,1861.108,2135.653,mm
Murray,Wet Tropics,1929,2681.331,2165.969,mm
Murray,Wet Tropics,1930,2294.025,2172.709,mm
Murray,Wet Tropics,1931,1894.713,2158.809,mm
Murray,Wet Tropics,1932,2222.391,2161.837,mm
Murray,Wet Tropics,1933,1921.345,2150.905,mm
Murray,Wet Tropics,1934,3566.701,2212.461,mm
Murray,Wet Tropics,1935,1969.645,2202.344,mm
Murray,Wet Tropics,1936,3013.669,2234.797,mm
Murray,Wet Tropics,1937,2192.992,2233.189,mm
Murray,Wet Tropics,1938,1641.218,2211.264,mm
Murray,Wet Tropics,1939,2803.185,2232.404,mm
Murray,Wet Tropics,1940,2526.248,2242.537,mm
Murray,Wet Tropics,1941,2577.133,2253.69,mm
Murray,Wet Tropics,1942,1623.941,2233.376,mm
Murray,Wet Tropics,1943,1882.345,2222.406,mm
Murray,Wet Tropics,1944,1675.05,2205.819,mm
Murray,Wet Tropics,1945,2926.9,2227.028,mm
Murray,Wet Tropics,1946,2172.76,2225.477,mm
Murray,Wet Tropics,1947,1876.248,2215.776,mm
Murray,Wet Tropics,1948,2543.004,2224.62,mm
Murray,Wet Tropics,1949,2457.443,2230.747,mm
Murray,Wet Tropics,1950,2968.073,2249.653,mm
Murray,Wet Tropics,1951,2543.55,2257,mm
Murray,Wet Tropics,1952,1698.86,2243.387,mm
Murray,Wet Tropics,1953,2597.677,2251.823,mm
Murray,Wet Tropics,1954,2251.075,2251.805,mm
Murray,Wet Tropics,1955,3378.685,2277.416,mm
Murray,Wet Tropics,1956,2602.763,2284.646,mm
Murray,Wet Tropics,1957,2617.666,2291.886,mm
Murray,Wet Tropics,1958,2185.25,2289.617,mm
Murray,Wet Tropics,1959,2395.963,2291.832,mm
Murray,Wet Tropics,1960,2051.572,2286.929,mm
Murray,Wet Tropics,1961,1213.455,2265.46,mm
Murray,Wet Tropics,1962,2105.769,2262.328,mm
Murray,Wet Tropics,1963,2745.713,2271.624,mm
Murray,Wet Tropics,1964,2028.432,2267.036,mm
Murray,Wet Tropics,1965,2692.623,2274.917,mm
Murray,Wet Tropics,1966,1520.198,2261.195,mm
Murray,Wet Tropics,1967,2213.878,2260.35,mm
Murray,Wet Tropics,1968,2145.135,2258.329,mm
Murray,Wet Tropics,1969,1812.414,2250.64,mm
Murray,Wet Tropics,1970,1759.206,2242.311,mm
Murray,Wet Tropics,1971,2637.658,2248.9,mm
Murray,Wet Tropics,1972,2577.355,2254.285,mm
Murray,Wet Tropics,1973,1963.141,2249.589,mm
Murray,Wet Tropics,1974,3778.089,2273.851,mm
Murray,Wet Tropics,1975,1694.292,2264.795,mm
Murray,Wet Tropics,1976,2680.067,2271.184,mm
Murray,Wet Tropics,1977,3077.664,2283.403,mm
Murray,Wet Tropics,1978,2142.686,2281.303,mm
Murray,Wet Tropics,1979,3095.022,2293.269,mm
Murray,Wet Tropics,1980,1662.153,2284.123,mm
Murray,Wet Tropics,1981,2999.707,2294.346,mm
Murray,Wet Tropics,1982,2557.281,2298.049,mm
Murray,Wet Tropics,1983,1759.088,2290.563,mm
Murray,Wet Tropics,1984,2076.857,2287.636,mm
Murray,Wet Tropics,1985,1875.97,2282.073,mm
Murray,Wet Tropics,1986,2131.836,2280.07,mm
Murray,Wet Tropics,1987,1598.069,2271.096,mm
Murray,Wet Tropics,1988,1699.924,2263.678,mm
Murray,Wet Tropics,1989,2840.276,2271.07,mm
Murray,Wet Tropics,1990,2732.402,2276.91,mm
Murray,Wet Tropics,1991,2782.408,2283.229,mm
Murray,Wet Tropics,1992,1252.922,2270.509,mm
Murray,Wet Tropics,1993,1660.375,2263.068,mm
Murray,Wet Tropics,1994,2210.267,2262.432,mm
Murray,Wet Tropics,1995,1572.091,2254.214,mm
Murray,Wet Tropics,1996,1872.05,2249.718,mm
Murray,Wet Tropics,1997,2330.415,2250.656,mm
Murray,Wet Tropics,1998,2550.66,2254.104,mm
Murray,Wet Tropics,1999,3545.557,2268.78,mm
Murray,Wet Tropics,2000,3586.63,2283.587,mm
Murray,Wet Tropics,2001,2308.366,2283.863,mm
Murray,Wet Tropics,2002,1280.405,2272.836,mm
Murray,Wet Tropics,2003,1174.453,2260.897,mm
Murray,Wet Tropics,2004,2295.25,2261.266,mm
Murray,Wet Tropics,2005,1505.446,2253.225,mm
Murray,Wet Tropics,2006,2524.591,2256.082,mm
Murray,Wet Tropics,2007,2597.507,2259.638,mm
Murray,Wet Tropics,2008,2006.411,2257.028,mm
Murray,Wet Tropics,2009,2967.738,2264.28,mm
Murray,Wet Tropics,2010,1925.746,2260.86,mm
Murray,Wet Tropics,2011,3820.273,2276.454,mm
Murray,Wet Tropics,2012,2472.076,2278.391,mm
Murray,Wet Tropics,2013,1835.979,2274.054,mm
Murray,Wet Tropics,2014,2278.891,2274.101,mm
Murray,Wet Tropics,2015,1294.838,2264.685,mm
Murray,Wet Tropics,2016,1803.977,2260.297,mm
Murray,Wet Tropics,2017,1982.341,2257.675,mm
Murray,Wet Tropics,2018,2503.832,2259.976,mm
Murray,Wet Tropics,2019,2764.35,2264.646,mm
Murray,Wet Tropics,2020,1554.473,2258.13,mm
Murray,Wet Tropics,2021,2823.333,2263.269,mm
Murray,Wet Tropics,2022,2032.24,2261.187,mm
Black,Dry Tropics,1912,901.84,901.84,mm
Black,Dry Tropics,1913,1292.368,1097.104,mm
Black,Dry Tropics,1914,1510.149,1234.786,mm
Black,Dry Tropics,1915,406.185,1027.636,mm
Black,Dry Tropics,1916,899.217,1001.952,mm
Black,Dry Tropics,1917,1999.985,1168.291,mm
Black,Dry Tropics,1918,1936.178,1277.989,mm
Black,Dry Tropics,1919,739.763,1210.711,mm
Black,Dry Tropics,1920,1413.243,1233.214,mm
Black,Dry Tropics,1921,832.993,1193.192,mm
Black,Dry Tropics,1922,1176.93,1191.714,mm
Black,Dry Tropics,1923,627.034,1144.657,mm
Black,Dry Tropics,1924,972.531,1131.417,mm
Black,Dry Tropics,1925,1383.699,1149.437,mm
Black,Dry Tropics,1926,784.011,1125.075,mm
Black,Dry Tropics,1927,1964.6,1177.545,mm
Black,Dry Tropics,1928,1114.717,1173.85,mm
Black,Dry Tropics,1929,1495.832,1191.737,mm
Black,Dry Tropics,1930,1183.297,1191.293,mm
Black,Dry Tropics,1931,754.218,1169.439,mm
Black,Dry Tropics,1932,958.557,1159.397,mm
Black,Dry Tropics,1933,949.906,1149.875,mm
Black,Dry Tropics,1934,1915.923,1183.182,mm
Black,Dry Tropics,1935,578.585,1157.99,mm
Black,Dry Tropics,1936,1702.811,1179.783,mm
