Region,n3_sst_1,LayerName,MonthlyMeanSst,LayerDate,Year,Month,Fyear,AnnualMeanSst,AnnualLtm,MonthlyLtm,MonthlyMeanSstPercentileRank,AnnualMeanSstPercentileRank,AnnualAnomaly,MonthlyAnomaly,AnnualPercentageOfLtm,MonthlyPercentageOfLtm
Dry Tropics,28.64336395263672,n3_sst_384,28.4,2016-12-31T12:00:00Z,2016,Dec,2017,26.9,26.2,28,63.3,97,0.7,0.4,102.7,101.4
Dry Tropics,28.64336395263672,n3_sst_385,29.4,2017-01-31T12:00:00Z,2017,Jan,2017,26.9,26.2,28.6,100,97,0.7,0.8,102.7,102.8
Dry Tropics,28.64336395263672,n3_sst_386,29.4,2017-02-28T12:00:00Z,2017,Feb,2017,26.9,26.2,28.9,86.7,97,0.7,0.5,102.7,101.7
Dry Tropics,28.64336395263672,n3_sst_387,29.6,2017-03-31T12:00:00Z,2017,Mar,2017,26.9,26.2,28.2,100,97,0.7,1.4,102.7,105
Dry Tropics,28.64336395263672,n3_sst_388,27.7,2017-04-30T12:00:00Z,2017,Apr,2017,26.9,26.2,27.2,83.3,97,0.7,0.5,102.7,101.8
Dry Tropics,28.64336395263672,n3_sst_389,25.7,2017-05-31T12:00:00Z,2017,May,2017,26.9,26.2,25.8,40,97,0.7,-0.1,102.7,99.6
Dry Tropics,28.64336395263672,n3_sst_390,24.4,2017-06-30T12:00:00Z,2017,Jun,2017,26.9,26.2,24.4,40,97,0.7,0,102.7,100
Dry Tropics,28.64336395263672,n3_sst_391,24.1,2017-07-31T12:00:00Z,2017,Jul,2018,26.5,26.2,23.5,86.7,71.2,0.3,0.6,101.1,102.6
Dry Tropics,28.64336395263672,n3_sst_392,24.5,2017-08-31T12:00:00Z,2017,Aug,2018,26.5,26.2,23.5,96.7,71.2,0.3,1,101.1,104.3
Dry Tropics,28.64336395263672,n3_sst_393,24.8,2017-09-30T12:00:00Z,2017,Sep,2018,26.5,26.2,24.3,76.7,71.2,0.3,0.5,101.1,102.1
Dry Tropics,28.64336395263672,n3_sst_394,26.1,2017-10-31T12:00:00Z,2017,Oct,2018,26.5,26.2,25.5,83.3,71.2,0.3,0.6,101.1,102.4
Dry Tropics,28.64336395263672,n3_sst_395,26.9,2017-11-30T12:00:00Z,2017,Nov,2018,26.5,26.2,26.9,46.7,71.2,0.3,0,101.1,100
Dry Tropics,28.64336395263672,n3_sst_396,28.4,2017-12-31T12:00:00Z,2017,Dec,2018,26.5,26.2,28,63.3,71.2,0.3,0.4,101.1,101.4
Dry Tropics,28.64336395263672,n3_sst_397,28.8,2018-01-31T12:00:00Z,2018,Jan,2018,26.5,26.2,28.6,53.3,71.2,0.3,0.2,101.1,100.7
Dry Tropics,28.64336395263672,n3_sst_398,28.9,2018-02-28T12:00:00Z,2018,Feb,2018,26.5,26.2,28.9,46.7,71.2,0.3,0,101.1,100
Dry Tropics,28.64336395263672,n3_sst_399,28.4,2018-03-31T12:00:00Z,2018,Mar,2018,26.5,26.2,28.2,60,71.2,0.3,0.2,101.1,100.7
Dry Tropics,28.64336395263672,n3_sst_400,27.2,2018-04-30T12:00:00Z,2018,Apr,2018,26.5,26.2,27.2,36.7,71.2,0.3,0,101.1,100
Dry Tropics,28.64336395263672,n3_sst_401,25.6,2018-05-31T12:00:00Z,2018,May,2018,26.5,26.2,25.8,33.3,71.2,0.3,-0.2,101.1,99.2
Dry Tropics,28.64336395263672,n3_sst_402,24,2018-06-30T12:00:00Z,2018,Jun,2018,26.5,26.2,24.4,26.7,71.2,0.3,-0.4,101.1,98.4
Dry Tropics,28.64336395263672,n3_sst_403,23.7,2018-07-31T12:00:00Z,2018,Jul,2019,26.4,26.2,23.5,60,55,0.2,0.2,100.8,100.9
Dry Tropics,28.64336395263672,n3_sst_404,24,2018-08-31T12:00:00Z,2018,Aug,2019,26.4,26.2,23.5,73.3,55,0.2,0.5,100.8,102.1
Dry Tropics,28.64336395263672,n3_sst_405,24.6,2018-09-30T12:00:00Z,2018,Sep,2019,26.4,26.2,24.3,70,55,0.2,0.3,100.8,101.2
Dry Tropics,28.64336395263672,n3_sst_406,25.7,2018-10-31T12:00:00Z,2018,Oct,2019,26.4,26.2,25.5,63.3,55,0.2,0.2,100.8,100.8
Dry Tropics,28.64336395263672,n3_sst_407,27.4,2018-11-30T12:00:00Z,2018,Nov,2019,26.4,26.2,26.9,90,55,0.2,0.5,100.8,101.9
Dry Tropics,28.64336395263672,n3_sst_408,28.4,2018-12-31T12:00:00Z,2018,Dec,2019,26.4,26.2,28,63.3,55,0.2,0.4,100.8,101.4
Dry Tropics,28.64336395263672,n3_sst_409,28.3,2019-01-31T12:00:00Z,2019,Jan,2019,26.4,26.2,28.6,26.7,55,0.2,-0.3,100.8,99
Dry Tropics,28.64336395263672,n3_sst_410,28.6,2019-02-28T12:00:00Z,2019,Feb,2019,26.4,26.2,28.9,26.7,55,0.2,-0.3,100.8,99
Dry Tropics,28.64336395263672,n3_sst_411,28.3,2019-03-31T12:00:00Z,2019,Mar,2019,26.4,26.2,28.2,46.7,55,0.2,0.1,100.8,100.4
Dry Tropics,28.64336395263672,n3_sst_412,27.4,2019-04-30T12:00:00Z,2019,Apr,2019,26.4,26.2,27.2,60,55,0.2,0.2,100.8,100.7
Dry Tropics,28.64336395263672,n3_sst_413,26,2019-05-31T12:00:00Z,2019,May,2019,26.4,26.2,25.8,70,55,0.2,0.2,100.8,100.8
Dry Tropics,28.64336395263672,n3_sst_414,24.3,2019-06-30T12:00:00Z,2019,Jun,2019,26.4,26.2,24.4,36.7,55,0.2,-0.1,100.8,99.6
Dry Tropics,28.64336395263672,n3_sst_415,23.2,2019-07-31T12:00:00Z,2019,Jul,2020,26.4,26.2,23.5,26.7,55,0.2,-0.3,100.8,98.7
Dry Tropics,28.64336395263672,n3_sst_416,23.1,2019-08-31T12:00:00Z,2019,Aug,2020,26.4,26.2,23.5,23.3,55,0.2,-0.4,100.8,98.3
Dry Tropics,28.64336395263672,n3_sst_417,23.8,2019-09-30T12:00:00Z,2019,Sep,2020,26.4,26.2,24.3,20,55,0.2,-0.5,100.8,97.9
Dry Tropics,28.64336395263672,n3_sst_418,25.3,2019-10-31T12:00:00Z,2019,Oct,2020,26.4,26.2,25.5,26.7,55,0.2,-0.2,100.8,99.2
Dry Tropics,28.64336395263672,n3_sst_419,26.5,2019-11-30T12:00:00Z,2019,Nov,2020,26.4,26.2,26.9,13.3,55,0.2,-0.4,100.8,98.5
Dry Tropics,28.64336395263672,n3_sst_420,27.9,2019-12-31T12:00:00Z,2019,Dec,2020,26.4,26.2,28,33.3,55,0.2,-0.1,100.8,99.6
Dry Tropics,28.64336395263672,n3_sst_421,28.9,2020-01-31T12:00:00Z,2020,Jan,2020,26.4,26.2,28.6,66.7,55,0.2,0.3,100.8,101
Dry Tropics,28.64336395263672,n3_sst_422,30,2020-02-29T12:00:00Z,2020,Feb,2020,26.4,26.2,28.9,100,55,0.2,1.1,100.8,103.8
Dry Tropics,28.64336395263672,n3_sst_423,28.8,2020-03-31T12:00:00Z,2020,Mar,2020,26.4,26.2,28.2,86.7,55,0.2,0.6,100.8,102.1
Dry Tropics,28.64336395263672,n3_sst_424,27.9,2020-04-30T12:00:00Z,2020,Apr,2020,26.4,26.2,27.2,93.3,55,0.2,0.7,100.8,102.6
Dry Tropics,28.64336395263672,n3_sst_425,26.1,2020-05-31T12:00:00Z,2020,May,2020,26.4,26.2,25.8,76.7,55,0.2,0.3,100.8,101.2
Dry Tropics,28.64336395263672,n3_sst_426,24.7,2020-06-30T12:00:00Z,2020,Jun,2020,26.4,26.2,24.4,63.3,55,0.2,0.3,100.8,101.2
Dry Tropics,28.64336395263672,n3_sst_427,24,2020-07-31T12:00:00Z,2020,Jul,2021,26.6,26.2,23.5,80,80.9,0.4,0.5,101.5,102.1
Dry Tropics,28.64336395263672,n3_sst_428,24,2020-08-31T12:00:00Z,2020,Aug,2021,26.6,26.2,23.5,73.3,80.9,0.4,0.5,101.5,102.1
Dry Tropics,28.64336395263672,n3_sst_429,24.7,2020-09-30T12:00:00Z,2020,Sep,2021,26.6,26.2,24.3,73.3,80.9,0.4,0.4,101.5,101.6
Dry Tropics,28.64336395263672,n3_sst_430,25.7,2020-10-31T12:00:00Z,2020,Oct,2021,26.6,26.2,25.5,63.3,80.9,0.4,0.2,101.5,100.8
Dry Tropics,28.64336395263672,n3_sst_431,27.2,2020-11-30T12:00:00Z,2020,Nov,2021,26.6,26.2,26.9,73.3,80.9,0.4,0.3,101.5,101.1
Dry Tropics,28.64336395263672,n3_sst_432,28.6,2020-12-31T12:00:00Z,2020,Dec,2021,26.6,26.2,28,90,80.9,0.4,0.6,101.5,102.1
Dry Tropics,28.64336395263672,n3_sst_433,28.8,2021-01-31T12:00:00Z,2021,Jan,2021,26.6,26.2,28.6,53.3,80.9,0.4,0.2,101.5,100.7
Dry Tropics,28.64336395263672,n3_sst_434,29,2021-02-28T12:00:00Z,2021,Feb,2021,26.6,26.2,28.9,56.7,80.9,0.4,0.1,101.5,100.3
Dry Tropics,28.64336395263672,n3_sst_435,28.5,2021-03-31T12:00:00Z,2021,Mar,2021,26.6,26.2,28.2,66.7,80.9,0.4,0.3,101.5,101.1
Dry Tropics,28.64336395263672,n3_sst_436,27.4,2021-04-30T12:00:00Z,2021,Apr,2021,26.6,26.2,27.2,60,80.9,0.4,0.2,101.5,100.7
Dry Tropics,28.64336395263672,n3_sst_437,25.9,2021-05-31T12:00:00Z,2021,May,2021,26.6,26.2,25.8,53.3,80.9,0.4,0.1,101.5,100.4
Dry Tropics,28.64336395263672,n3_sst_438,24.8,2021-06-30T12:00:00Z,2021,Jun,2021,26.6,26.2,24.4,76.7,80.9,0.4,0.4,101.5,101.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_67,21.8,1990-07-31T12:00:00Z,1990,Jul,1991,24.7,25.6,22.6,3.3,0,-0.9,-0.8,96.5,96.5
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_68,22,1990-08-31T12:00:00Z,1990,Aug,1991,24.7,25.6,22.5,26.7,0,-0.9,-0.5,96.5,97.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_69,22.4,1990-09-30T12:00:00Z,1990,Sep,1991,24.7,25.6,23.4,0,0,-0.9,-1,96.5,95.7
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_70,23.8,1990-10-31T12:00:00Z,1990,Oct,1991,24.7,25.6,24.8,3.3,0,-0.9,-1,96.5,96
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_71,25.9,1990-11-30T12:00:00Z,1990,Nov,1991,24.7,25.6,26.2,16.7,0,-0.9,-0.3,96.5,98.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_72,26.6,1990-12-31T12:00:00Z,1990,Dec,1991,24.7,25.6,27.4,6.7,0,-0.9,-0.8,96.5,97.1
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_73,27.7,1991-01-31T12:00:00Z,1991,Jan,1991,24.7,25.6,28.1,23.3,0,-0.9,-0.4,96.5,98.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_74,28.1,1991-02-28T12:00:00Z,1991,Feb,1991,24.7,25.6,28.4,23.3,0,-0.9,-0.3,96.5,98.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_75,26.1,1991-03-31T12:00:00Z,1991,Mar,1991,24.7,25.6,27.8,0,0,-0.9,-1.7,96.5,93.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_76,25.8,1991-04-30T12:00:00Z,1991,Apr,1991,24.7,25.6,26.8,3.3,0,-0.9,-1,96.5,96.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_77,23.9,1991-05-31T12:00:00Z,1991,May,1991,24.7,25.6,25.3,0,0,-0.9,-1.4,96.5,94.5
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_78,22.6,1991-06-30T12:00:00Z,1991,Jun,1991,24.7,25.6,23.7,0,0,-0.9,-1.1,96.5,95.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_79,22.5,1991-07-31T12:00:00Z,1991,Jul,1992,25.6,25.6,22.6,36.7,38.8,0,-0.1,100,99.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_80,22.7,1991-08-31T12:00:00Z,1991,Aug,1992,25.6,25.6,22.5,66.7,38.8,0,0.2,100,100.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_81,23.4,1991-09-30T12:00:00Z,1991,Sep,1992,25.6,25.6,23.4,53.3,38.8,0,0,100,100
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_82,25.5,1991-10-31T12:00:00Z,1991,Oct,1992,25.6,25.6,24.8,80,38.8,0,0.7,100,102.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_83,26.2,1991-11-30T12:00:00Z,1991,Nov,1992,25.6,25.6,26.2,46.7,38.8,0,0,100,100
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_84,27.3,1991-12-31T12:00:00Z,1991,Dec,1992,25.6,25.6,27.4,26.7,38.8,0,-0.1,100,99.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_85,27.9,1992-01-31T12:00:00Z,1992,Jan,1992,25.6,25.6,28.1,33.3,38.8,0,-0.2,100,99.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_86,28.2,1992-02-29T12:00:00Z,1992,Feb,1992,25.6,25.6,28.4,33.3,38.8,0,-0.2,100,99.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_87,28.2,1992-03-31T12:00:00Z,1992,Mar,1992,25.6,25.6,27.8,66.7,38.8,0,0.4,100,101.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_88,26.5,1992-04-30T12:00:00Z,1992,Apr,1992,25.6,25.6,26.8,20,38.8,0,-0.3,100,98.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_89,25.1,1992-05-31T12:00:00Z,1992,May,1992,25.6,25.6,25.3,26.7,38.8,0,-0.2,100,99.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_90,23.3,1992-06-30T12:00:00Z,1992,Jun,1992,25.6,25.6,23.7,20,38.8,0,-0.4,100,98.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_91,22.3,1992-07-31T12:00:00Z,1992,Jul,1993,25.2,25.6,22.6,23.3,9.7,-0.4,-0.3,98.4,98.7
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_92,22.1,1992-08-31T12:00:00Z,1992,Aug,1993,25.2,25.6,22.5,30,9.7,-0.4,-0.4,98.4,98.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_93,24,1992-09-30T12:00:00Z,1992,Sep,1993,25.2,25.6,23.4,80,9.7,-0.4,0.6,98.4,102.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_94,24.6,1992-10-31T12:00:00Z,1992,Oct,1993,25.2,25.6,24.8,26.7,9.7,-0.4,-0.2,98.4,99.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_95,25.8,1992-11-30T12:00:00Z,1992,Nov,1993,25.2,25.6,26.2,3.3,9.7,-0.4,-0.4,98.4,98.5
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_96,27.2,1992-12-31T12:00:00Z,1992,Dec,1993,25.2,25.6,27.4,20,9.7,-0.4,-0.2,98.4,99.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_97,27.2,1993-01-31T12:00:00Z,1993,Jan,1993,25.2,25.6,28.1,3.3,9.7,-0.4,-0.9,98.4,96.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_98,27.2,1993-02-28T12:00:00Z,1993,Feb,1993,25.2,25.6,28.4,0,9.7,-0.4,-1.2,98.4,95.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_99,27.6,1993-03-31T12:00:00Z,1993,Mar,1993,25.2,25.6,27.8,30,9.7,-0.4,-0.2,98.4,99.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_100,26.4,1993-04-30T12:00:00Z,1993,Apr,1993,25.2,25.6,26.8,16.7,9.7,-0.4,-0.4,98.4,98.5
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_101,24.6,1993-05-31T12:00:00Z,1993,May,1993,25.2,25.6,25.3,6.7,9.7,-0.4,-0.7,98.4,97.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_102,23.5,1993-06-30T12:00:00Z,1993,Jun,1993,25.2,25.6,23.7,33.3,9.7,-0.4,-0.2,98.4,99.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_103,22.9,1993-07-31T12:00:00Z,1993,Jul,1994,25.5,25.6,22.6,70,29.1,-0.1,0.3,99.6,101.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_104,23.3,1993-08-31T12:00:00Z,1993,Aug,1994,25.5,25.6,22.5,83.3,29.1,-0.1,0.8,99.6,103.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_105,23.5,1993-09-30T12:00:00Z,1993,Sep,1994,25.5,25.6,23.4,60,29.1,-0.1,0.1,99.6,100.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_106,24.6,1993-10-31T12:00:00Z,1993,Oct,1994,25.5,25.6,24.8,26.7,29.1,-0.1,-0.2,99.6,99.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_107,26.5,1993-11-30T12:00:00Z,1993,Nov,1994,25.5,25.6,26.2,70,29.1,-0.1,0.3,99.6,101.1
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_108,27.1,1993-12-31T12:00:00Z,1993,Dec,1994,25.5,25.6,27.4,16.7,29.1,-0.1,-0.3,99.6,98.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_109,28.4,1994-01-31T12:00:00Z,1994,Jan,1994,25.5,25.6,28.1,63.3,29.1,-0.1,0.3,99.6,101.1
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_110,28.2,1994-02-28T12:00:00Z,1994,Feb,1994,25.5,25.6,28.4,33.3,29.1,-0.1,-0.2,99.6,99.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_111,27.4,1994-03-31T12:00:00Z,1994,Mar,1994,25.5,25.6,27.8,20,29.1,-0.1,-0.4,99.6,98.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_112,26.2,1994-04-30T12:00:00Z,1994,Apr,1994,25.5,25.6,26.8,10,29.1,-0.1,-0.6,99.6,97.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_113,24.7,1994-05-31T12:00:00Z,1994,May,1994,25.5,25.6,25.3,13.3,29.1,-0.1,-0.6,99.6,97.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_114,23,1994-06-30T12:00:00Z,1994,Jun,1994,25.5,25.6,23.7,6.7,29.1,-0.1,-0.7,99.6,97
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_115,22.5,1994-07-31T12:00:00Z,1994,Jul,1995,25.4,25.6,22.6,36.7,22.6,-0.2,-0.1,99.2,99.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_116,21.7,1994-08-31T12:00:00Z,1994,Aug,1995,25.4,25.6,22.5,0,22.6,-0.2,-0.8,99.2,96.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_117,22.7,1994-09-30T12:00:00Z,1994,Sep,1995,25.4,25.6,23.4,6.7,22.6,-0.2,-0.7,99.2,97
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_118,24.6,1994-10-31T12:00:00Z,1994,Oct,1995,25.4,25.6,24.8,26.7,22.6,-0.2,-0.2,99.2,99.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_119,26.5,1994-11-30T12:00:00Z,1994,Nov,1995,25.4,25.6,26.2,70,22.6,-0.2,0.3,99.2,101.1
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_120,26.7,1994-12-31T12:00:00Z,1994,Dec,1995,25.4,25.6,27.4,13.3,22.6,-0.2,-0.7,99.2,97.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_121,28,1995-01-31T12:00:00Z,1995,Jan,1995,25.4,25.6,28.1,40,22.6,-0.2,-0.1,99.2,99.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_122,28.3,1995-02-28T12:00:00Z,1995,Feb,1995,25.4,25.6,28.4,40,22.6,-0.2,-0.1,99.2,99.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_123,27.3,1995-03-31T12:00:00Z,1995,Mar,1995,25.4,25.6,27.8,16.7,22.6,-0.2,-0.5,99.2,98.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_124,27.3,1995-04-30T12:00:00Z,1995,Apr,1995,25.4,25.6,26.8,86.7,22.6,-0.2,0.5,99.2,101.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_125,25.8,1995-05-31T12:00:00Z,1995,May,1995,25.4,25.6,25.3,83.3,22.6,-0.2,0.5,99.2,102
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_126,23.8,1995-06-30T12:00:00Z,1995,Jun,1995,25.4,25.6,23.7,36.7,22.6,-0.2,0.1,99.2,100.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_127,22.4,1995-07-31T12:00:00Z,1995,Jul,1996,25.6,25.6,22.6,26.7,38.8,0,-0.2,100,99.1
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_128,21.9,1995-08-31T12:00:00Z,1995,Aug,1996,25.6,25.6,22.5,16.7,38.8,0,-0.6,100,97.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_129,22.8,1995-09-30T12:00:00Z,1995,Sep,1996,25.6,25.6,23.4,10,38.8,0,-0.6,100,97.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_130,24.3,1995-10-31T12:00:00Z,1995,Oct,1996,25.6,25.6,24.8,6.7,38.8,0,-0.5,100,98
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_131,26.4,1995-11-30T12:00:00Z,1995,Nov,1996,25.6,25.6,26.2,63.3,38.8,0,0.2,100,100.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_132,27.7,1995-12-31T12:00:00Z,1995,Dec,1996,25.6,25.6,27.4,60,38.8,0,0.3,100,101.1
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_133,27.9,1996-01-31T12:00:00Z,1996,Jan,1996,25.6,25.6,28.1,33.3,38.8,0,-0.2,100,99.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_134,28.4,1996-02-29T12:00:00Z,1996,Feb,1996,25.6,25.6,28.4,43.3,38.8,0,0,100,100
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_135,27.5,1996-03-31T12:00:00Z,1996,Mar,1996,25.6,25.6,27.8,26.7,38.8,0,-0.3,100,98.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_136,27,1996-04-30T12:00:00Z,1996,Apr,1996,25.6,25.6,26.8,63.3,38.8,0,0.2,100,100.7
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_137,26,1996-05-31T12:00:00Z,1996,May,1996,25.6,25.6,25.3,90,38.8,0,0.7,100,102.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_138,24.3,1996-06-30T12:00:00Z,1996,Jun,1996,25.6,25.6,23.7,90,38.8,0,0.6,100,102.5
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_139,22.8,1996-07-31T12:00:00Z,1996,Jul,1997,25.2,25.6,22.6,56.7,9.7,-0.4,0.2,98.4,100.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_140,22.6,1996-08-31T12:00:00Z,1996,Aug,1997,25.2,25.6,22.5,53.3,9.7,-0.4,0.1,98.4,100.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_141,23.2,1996-09-30T12:00:00Z,1996,Sep,1997,25.2,25.6,23.4,36.7,9.7,-0.4,-0.2,98.4,99.1
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_142,24.6,1996-10-31T12:00:00Z,1996,Oct,1997,25.2,25.6,24.8,26.7,9.7,-0.4,-0.2,98.4,99.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_143,25.8,1996-11-30T12:00:00Z,1996,Nov,1997,25.2,25.6,26.2,3.3,9.7,-0.4,-0.4,98.4,98.5
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_144,27.5,1996-12-31T12:00:00Z,1996,Dec,1997,25.2,25.6,27.4,40,9.7,-0.4,0.1,98.4,100.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_145,27.5,1997-01-31T12:00:00Z,1997,Jan,1997,25.2,25.6,28.1,10,9.7,-0.4,-0.6,98.4,97.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_146,28,1997-02-28T12:00:00Z,1997,Feb,1997,25.2,25.6,28.4,16.7,9.7,-0.4,-0.4,98.4,98.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_147,26.9,1997-03-31T12:00:00Z,1997,Mar,1997,25.2,25.6,27.8,3.3,9.7,-0.4,-0.9,98.4,96.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_148,25.7,1997-04-30T12:00:00Z,1997,Apr,1997,25.2,25.6,26.8,0,9.7,-0.4,-1.1,98.4,95.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_149,24.5,1997-05-31T12:00:00Z,1997,May,1997,25.2,25.6,25.3,3.3,9.7,-0.4,-0.8,98.4,96.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_150,23.1,1997-06-30T12:00:00Z,1997,Jun,1997,25.2,25.6,23.7,13.3,9.7,-0.4,-0.6,98.4,97.5
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_151,21.9,1997-07-31T12:00:00Z,1997,Jul,1998,25.7,25.6,22.6,6.7,48.5,0.1,-0.7,100.4,96.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_152,21.9,1997-08-31T12:00:00Z,1997,Aug,1998,25.7,25.6,22.5,16.7,48.5,0.1,-0.6,100.4,97.3
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_153,23.1,1997-09-30T12:00:00Z,1997,Sep,1998,25.7,25.6,23.4,33.3,48.5,0.1,-0.3,100.4,98.7
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_154,24.7,1997-10-31T12:00:00Z,1997,Oct,1998,25.7,25.6,24.8,46.7,48.5,0.1,-0.1,100.4,99.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_155,25.9,1997-11-30T12:00:00Z,1997,Nov,1998,25.7,25.6,26.2,16.7,48.5,0.1,-0.3,100.4,98.9
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_156,27.8,1997-12-31T12:00:00Z,1997,Dec,1998,25.7,25.6,27.4,83.3,48.5,0.1,0.4,100.4,101.5
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_157,27.6,1998-01-31T12:00:00Z,1998,Jan,1998,25.7,25.6,28.1,16.7,48.5,0.1,-0.5,100.4,98.2
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_158,28.9,1998-02-28T12:00:00Z,1998,Feb,1998,25.7,25.6,28.4,83.3,48.5,0.1,0.5,100.4,101.8
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_159,28.2,1998-03-31T12:00:00Z,1998,Mar,1998,25.7,25.6,27.8,66.7,48.5,0.1,0.4,100.4,101.4
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_160,27.5,1998-04-30T12:00:00Z,1998,Apr,1998,25.7,25.6,26.8,93.3,48.5,0.1,0.7,100.4,102.6
Mackay Whitsunday Isaac,28.149024963378906,n3_sst_161,26.4,1998-05-31T12:00:00Z,1998,May,1998,25.7,25.6,25.3,96.7,48.5,0.1,1.1,100.4,104.3
